participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
465089,20.0,evidence1,Yes,Very Confident,0,6,27.0,0.0,24.0,exculp
465089,20.0,evidence3,Yes,Very Confident,0,6,27.0,0.0,24.0,exculp
465089,20.0,criticalExculp,No,Very Confident,0,1,27.0,0.0,24.0,exculp
465089,20.0,criticalInculp,No,Very Confident,0,1,27.0,0.0,24.0,exculp
465089,20.0,evidence4,Yes,Very Confident,0,6,27.0,0.0,24.0,exculp
465089,20.0,evidence2,Yes,Very Confident,0,6,27.0,0.0,24.0,exculp
465089,20.0,minorInculp,No,Very Confident,0,1,27.0,0.0,24.0,exculp
465089,20.0,minorExculp,No,Very Confident,0,1,27.0,0.0,24.0,exculp
465089,14.0,evidence3,Yes,Very Confident,0,6,85.0,1.0,66.0,ambig
465089,14.0,minorInculp,No,Moderately Confident,0,2,85.0,1.0,66.0,ambig
465089,14.0,minorExculp,No,Moderately Confident,0,2,85.0,1.0,66.0,ambig
465089,14.0,evidence1,Yes,Very Confident,0,6,85.0,1.0,66.0,ambig
465089,14.0,criticalInculp,No,Very Confident,0,1,85.0,1.0,66.0,ambig
465089,14.0,evidence2,Yes,Very Confident,0,6,85.0,1.0,66.0,ambig
465089,14.0,criticalExculp,No,Very Confident,0,1,85.0,1.0,66.0,ambig
465089,14.0,evidence4,Yes,Very Confident,0,6,85.0,1.0,66.0,ambig
465089,24.0,evidence2,Yes,Very Confident,0,6,25.0,0.0,44.0,exculp
465089,24.0,evidence3,Yes,Very Confident,0,6,25.0,0.0,44.0,exculp
465089,24.0,evidence1,Yes,Very Confident,0,6,25.0,0.0,44.0,exculp
465089,24.0,criticalInculp,No,Very Confident,0,1,25.0,0.0,44.0,exculp
465089,24.0,minorInculp,No,Very Confident,0,1,25.0,0.0,44.0,exculp
465089,24.0,minorExculp,No,Very Confident,0,1,25.0,0.0,44.0,exculp
465089,24.0,criticalExculp,No,Very Confident,0,1,25.0,0.0,44.0,exculp
465089,24.0,evidence4,Yes,Very Confident,0,6,25.0,0.0,44.0,exculp
465089,19.0,evidence4,Yes,Very Confident,0,6,26.0,0.0,33.0,exculp
465089,19.0,evidence2,Yes,Very Confident,0,6,26.0,0.0,33.0,exculp
465089,19.0,minorExculp,Yes,Very Confident,0,6,26.0,0.0,33.0,exculp
465089,19.0,criticalExculp,No,Very Confident,0,1,26.0,0.0,33.0,exculp
465089,19.0,evidence1,Yes,Very Confident,0,6,26.0,0.0,33.0,exculp
465089,19.0,criticalInculp,No,Very Confident,0,1,26.0,0.0,33.0,exculp
465089,19.0,minorInculp,No,Very Confident,0,1,26.0,0.0,33.0,exculp
465089,19.0,evidence3,Yes,Very Confident,0,6,26.0,0.0,33.0,exculp
465089,28.0,minorExculp,No,Very Confident,0,1,77.0,1.0,70.0,inculp
465089,28.0,criticalInculp,No,Very Confident,0,1,77.0,1.0,70.0,inculp
465089,28.0,minorInculp,No,Very Confident,0,1,77.0,1.0,70.0,inculp
465089,28.0,criticalExculp,No,Very Confident,0,1,77.0,1.0,70.0,inculp
465089,28.0,evidence3,Yes,Very Confident,0,6,77.0,1.0,70.0,inculp
465089,28.0,evidence2,No,Moderately Confident,0,2,77.0,1.0,70.0,inculp
465089,28.0,evidence4,Yes,Very Confident,0,6,77.0,1.0,70.0,inculp
465089,28.0,evidence1,No,Very Confident,0,1,77.0,1.0,70.0,inculp
465089,30.0,evidence2,Yes,Very Confident,0,6,12.0,0.0,29.0,ambig
465089,30.0,evidence4,Yes,Very Confident,0,6,12.0,0.0,29.0,ambig
465089,30.0,evidence1,No,Very Confident,0,1,12.0,0.0,29.0,ambig
465089,30.0,minorExculp,No,Very Confident,0,1,12.0,0.0,29.0,ambig
465089,30.0,evidence3,Yes,Very Confident,0,6,12.0,0.0,29.0,ambig
465089,30.0,minorInculp,No,Very Confident,0,1,12.0,0.0,29.0,ambig
465089,30.0,criticalInculp,No,Very Confident,0,1,12.0,0.0,29.0,ambig
465089,30.0,criticalExculp,No,Very Confident,0,1,12.0,0.0,29.0,ambig
465089,2.0,evidence2,Yes,Very Confident,0,6,17.0,0.0,55.0,ambig
465089,2.0,evidence1,Yes,Very Confident,0,6,17.0,0.0,55.0,ambig
465089,2.0,evidence3,Yes,Very Confident,0,6,17.0,0.0,55.0,ambig
465089,2.0,minorExculp,No,Very Confident,0,1,17.0,0.0,55.0,ambig
465089,2.0,minorInculp,No,Very Confident,0,1,17.0,0.0,55.0,ambig
465089,2.0,evidence4,No,Moderately Confident,0,2,17.0,0.0,55.0,ambig
465089,2.0,criticalExculp,No,Very Confident,0,1,17.0,0.0,55.0,ambig
465089,2.0,criticalInculp,No,Very Confident,0,1,17.0,0.0,55.0,ambig
465089,22.0,evidence1,Yes,Very Confident,0,6,49.0,0.0,31.0,ambig
465089,22.0,minorExculp,No,Very Confident,0,1,49.0,0.0,31.0,ambig
465089,22.0,evidence4,Yes,Very Confident,0,6,49.0,0.0,31.0,ambig
465089,22.0,minorInculp,No,Very Confident,0,1,49.0,0.0,31.0,ambig
465089,22.0,criticalInculp,No,Very Confident,0,1,49.0,0.0,31.0,ambig
465089,22.0,evidence3,Yes,Very Confident,0,6,49.0,0.0,31.0,ambig
465089,22.0,evidence2,Yes,Very Confident,0,6,49.0,0.0,31.0,ambig
465089,22.0,criticalExculp,No,Very Confident,0,1,49.0,0.0,31.0,ambig
465089,18.0,minorInculp,No,Very Confident,0,1,92.0,1.0,47.0,inculp
465089,18.0,criticalExculp,No,Very Confident,0,1,92.0,1.0,47.0,inculp
465089,18.0,evidence3,No,Very Confident,0,1,92.0,1.0,47.0,inculp
465089,18.0,evidence4,Yes,Very Confident,0,6,92.0,1.0,47.0,inculp
465089,18.0,evidence2,Yes,Very Confident,0,6,92.0,1.0,47.0,inculp
465089,18.0,evidence1,Yes,Very Confident,0,6,92.0,1.0,47.0,inculp
465089,18.0,minorExculp,No,Very Confident,0,1,92.0,1.0,47.0,inculp
465089,18.0,criticalInculp,No,Moderately Confident,0,2,92.0,1.0,47.0,inculp
465089,6.0,minorInculp,No,Very Confident,0,1,76.0,1.0,79.0,inculp
465089,6.0,minorExculp,No,Very Confident,0,1,76.0,1.0,79.0,inculp
465089,6.0,evidence3,No,Very Confident,0,1,76.0,1.0,79.0,inculp
465089,6.0,evidence1,Yes,Very Confident,0,6,76.0,1.0,79.0,inculp
465089,6.0,evidence2,Yes,Very Confident,0,6,76.0,1.0,79.0,inculp
465089,6.0,criticalInculp,No,Very Confident,0,1,76.0,1.0,79.0,inculp
465089,6.0,evidence4,Yes,Very Confident,0,6,76.0,1.0,79.0,inculp
465089,6.0,criticalExculp,No,Very Confident,0,1,76.0,1.0,79.0,inculp
