participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
2,20.0,criticalExculp,No,Very Confident,0,1,31.0,0.0,66.0,exculp
2,20.0,evidence4,Yes,Very Confident,0,6,31.0,0.0,66.0,exculp
2,20.0,minorExculp,No,Very Confident,0,1,31.0,0.0,66.0,exculp
2,20.0,criticalInculp,No,Very Confident,0,1,31.0,0.0,66.0,exculp
2,20.0,evidence1,Yes,Moderately Confident,0,5,31.0,0.0,66.0,exculp
2,20.0,minorInculp,No,Moderately Confident,0,2,31.0,0.0,66.0,exculp
2,20.0,evidence2,Yes,Very Confident,0,6,31.0,0.0,66.0,exculp
2,20.0,evidence3,Yes,Very Confident,0,6,31.0,0.0,66.0,exculp
2,18.0,criticalInculp,No,Very Confident,0,1,100.0,1.0,88.0,inculp
2,18.0,evidence1,Yes,Very Confident,0,6,100.0,1.0,88.0,inculp
2,18.0,evidence4,Yes,Very Confident,0,6,100.0,1.0,88.0,inculp
2,18.0,criticalExculp,No,Very Confident,0,1,100.0,1.0,88.0,inculp
2,18.0,minorInculp,No,Very Confident,0,1,100.0,1.0,88.0,inculp
2,18.0,evidence2,Yes,Very Confident,0,6,100.0,1.0,88.0,inculp
2,18.0,minorExculp,No,Very Confident,0,1,100.0,1.0,88.0,inculp
2,18.0,evidence3,Yes,Very Confident,0,6,100.0,1.0,88.0,inculp
2,28.0,criticalExculp,No,Very Confident,0,1,39.0,0.0,64.0,inculp
2,28.0,evidence4,Yes,Very Confident,0,6,39.0,0.0,64.0,inculp
2,28.0,minorInculp,No,Very Confident,0,1,39.0,0.0,64.0,inculp
2,28.0,minorExculp,No,Very Confident,0,1,39.0,0.0,64.0,inculp
2,28.0,criticalInculp,No,Very Confident,0,1,39.0,0.0,64.0,inculp
2,28.0,evidence1,No,Not Confident,0,3,39.0,0.0,64.0,inculp
2,28.0,evidence2,Yes,Very Confident,0,6,39.0,0.0,64.0,inculp
2,28.0,evidence3,Yes,Very Confident,0,6,39.0,0.0,64.0,inculp
2,2.0,criticalInculp,No,Very Confident,0,1,22.0,0.0,90.0,ambig
2,2.0,evidence1,Yes,Very Confident,0,6,22.0,0.0,90.0,ambig
2,2.0,criticalExculp,No,Very Confident,0,1,22.0,0.0,90.0,ambig
2,2.0,evidence4,Yes,Moderately Confident,0,5,22.0,0.0,90.0,ambig
2,2.0,evidence2,Yes,Very Confident,0,6,22.0,0.0,90.0,ambig
2,2.0,minorExculp,Yes,Very Confident,0,6,22.0,0.0,90.0,ambig
2,2.0,minorInculp,No,Very Confident,0,1,22.0,0.0,90.0,ambig
2,2.0,evidence3,Yes,Very Confident,0,6,22.0,0.0,90.0,ambig
2,24.0,evidence2,Yes,Very Confident,0,6,65.0,1.0,81.0,exculp
2,24.0,evidence1,Yes,Very Confident,0,6,65.0,1.0,81.0,exculp
2,24.0,criticalInculp,No,Very Confident,0,1,65.0,1.0,81.0,exculp
2,24.0,evidence3,Yes,Very Confident,0,6,65.0,1.0,81.0,exculp
2,24.0,minorInculp,No,Moderately Confident,0,2,65.0,1.0,81.0,exculp
2,24.0,criticalExculp,No,Very Confident,0,1,65.0,1.0,81.0,exculp
2,24.0,minorExculp,No,Very Confident,0,1,65.0,1.0,81.0,exculp
2,24.0,evidence4,Yes,Moderately Confident,0,5,65.0,1.0,81.0,exculp
2,22.0,criticalInculp,No,Very Confident,0,1,68.0,1.0,51.0,ambig
2,22.0,evidence1,Yes,Very Confident,0,6,68.0,1.0,51.0,ambig
2,22.0,evidence4,Yes,Very Confident,0,6,68.0,1.0,51.0,ambig
2,22.0,minorExculp,No,Very Confident,0,1,68.0,1.0,51.0,ambig
2,22.0,evidence3,Yes,Very Confident,0,6,68.0,1.0,51.0,ambig
2,22.0,minorInculp,No,Very Confident,0,1,68.0,1.0,51.0,ambig
2,22.0,criticalExculp,No,Very Confident,0,1,68.0,1.0,51.0,ambig
2,22.0,evidence2,Yes,Very Confident,0,6,68.0,1.0,51.0,ambig
2,19.0,evidence3,Yes,Very Confident,0,6,28.0,0.0,40.0,exculp
2,19.0,criticalInculp,No,Very Confident,0,1,28.0,0.0,40.0,exculp
2,19.0,criticalExculp,No,Very Confident,0,1,28.0,0.0,40.0,exculp
2,19.0,evidence4,Yes,Very Confident,0,6,28.0,0.0,40.0,exculp
2,19.0,evidence2,Yes,Very Confident,0,6,28.0,0.0,40.0,exculp
2,19.0,minorInculp,No,Very Confident,0,1,28.0,0.0,40.0,exculp
2,19.0,minorExculp,No,Very Confident,0,1,28.0,0.0,40.0,exculp
2,19.0,evidence1,Yes,Very Confident,0,6,28.0,0.0,40.0,exculp
2,6.0,minorInculp,No,Very Confident,0,1,61.0,1.0,90.0,inculp
2,6.0,evidence4,Yes,Moderately Confident,0,5,61.0,1.0,90.0,inculp
2,6.0,criticalInculp,No,Very Confident,0,1,61.0,1.0,90.0,inculp
2,6.0,evidence3,Yes,Very Confident,0,6,61.0,1.0,90.0,inculp
2,6.0,evidence2,Yes,Moderately Confident,0,5,61.0,1.0,90.0,inculp
2,6.0,evidence1,Yes,Moderately Confident,0,5,61.0,1.0,90.0,inculp
2,6.0,minorExculp,No,Very Confident,0,1,61.0,1.0,90.0,inculp
2,6.0,criticalExculp,No,Very Confident,0,1,61.0,1.0,90.0,inculp
2,30.0,minorExculp,No,Very Confident,0,1,58.0,1.0,80.0,ambig
2,30.0,evidence4,Yes,Very Confident,0,6,58.0,1.0,80.0,ambig
2,30.0,evidence3,Yes,Moderately Confident,0,5,58.0,1.0,80.0,ambig
2,30.0,evidence2,Yes,Very Confident,0,6,58.0,1.0,80.0,ambig
2,30.0,criticalExculp,No,Very Confident,0,1,58.0,1.0,80.0,ambig
2,30.0,minorInculp,No,Very Confident,0,1,58.0,1.0,80.0,ambig
2,30.0,evidence1,Yes,Very Confident,0,6,58.0,1.0,80.0,ambig
2,30.0,criticalInculp,No,Very Confident,0,1,58.0,1.0,80.0,ambig
2,14.0,minorExculp,No,Very Confident,0,1,51.0,0.0,100.0,ambig
2,14.0,minorInculp,No,Very Confident,0,1,51.0,0.0,100.0,ambig
2,14.0,criticalExculp,No,Very Confident,0,1,51.0,0.0,100.0,ambig
2,14.0,evidence3,Yes,Very Confident,0,6,51.0,0.0,100.0,ambig
2,14.0,evidence1,Yes,Very Confident,0,6,51.0,0.0,100.0,ambig
2,14.0,criticalInculp,No,Very Confident,0,1,51.0,0.0,100.0,ambig
2,14.0,evidence2,Yes,Very Confident,0,6,51.0,0.0,100.0,ambig
2,14.0,evidence4,Yes,Very Confident,0,6,51.0,0.0,100.0,ambig
