participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
963536,6.0,evidence1,Yes,Moderately Confident,0,5,43.0,0.0,73.0,inculp
963536,6.0,evidence2,Yes,Very Confident,0,6,43.0,0.0,73.0,inculp
963536,6.0,minorInculp,No,Very Confident,0,1,43.0,0.0,73.0,inculp
963536,6.0,criticalInculp,No,Moderately Confident,0,2,43.0,0.0,73.0,inculp
963536,6.0,evidence4,Yes,Very Confident,0,6,43.0,0.0,73.0,inculp
963536,6.0,evidence3,Yes,Moderately Confident,0,5,43.0,0.0,73.0,inculp
963536,6.0,criticalExculp,No,Very Confident,0,1,43.0,0.0,73.0,inculp
963536,6.0,minorExculp,No,Very Confident,0,1,43.0,0.0,73.0,inculp
963536,14.0,criticalInculp,No,Very Confident,0,1,64.0,1.0,58.0,ambig
963536,14.0,evidence4,Yes,Very Confident,0,6,64.0,1.0,58.0,ambig
963536,14.0,evidence2,Yes,Very Confident,0,6,64.0,1.0,58.0,ambig
963536,14.0,evidence1,Yes,Very Confident,0,6,64.0,1.0,58.0,ambig
963536,14.0,criticalExculp,No,Very Confident,0,1,64.0,1.0,58.0,ambig
963536,14.0,minorInculp,No,Very Confident,0,1,64.0,1.0,58.0,ambig
963536,14.0,minorExculp,No,Very Confident,0,1,64.0,1.0,58.0,ambig
963536,14.0,evidence3,Yes,Very Confident,0,6,64.0,1.0,58.0,ambig
963536,28.0,evidence1,Yes,Very Confident,0,6,63.0,1.0,60.0,inculp
963536,28.0,evidence3,Yes,Very Confident,0,6,63.0,1.0,60.0,inculp
963536,28.0,criticalInculp,No,Very Confident,0,1,63.0,1.0,60.0,inculp
963536,28.0,evidence2,No,Moderately Confident,0,2,63.0,1.0,60.0,inculp
963536,28.0,minorExculp,No,Moderately Confident,0,2,63.0,1.0,60.0,inculp
963536,28.0,minorInculp,No,Very Confident,0,1,63.0,1.0,60.0,inculp
963536,28.0,criticalExculp,No,Very Confident,0,1,63.0,1.0,60.0,inculp
963536,28.0,evidence4,Yes,Very Confident,0,6,63.0,1.0,60.0,inculp
963536,19.0,evidence1,Yes,Very Confident,0,6,21.0,0.0,65.0,exculp
963536,19.0,criticalExculp,No,Very Confident,0,1,21.0,0.0,65.0,exculp
963536,19.0,evidence3,Yes,Very Confident,0,6,21.0,0.0,65.0,exculp
963536,19.0,criticalInculp,No,Very Confident,0,1,21.0,0.0,65.0,exculp
963536,19.0,minorInculp,No,Very Confident,0,1,21.0,0.0,65.0,exculp
963536,19.0,minorExculp,No,Very Confident,0,1,21.0,0.0,65.0,exculp
