participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
20293,14.0,criticalInculp,No,Very Confident,0,1,30.0,0.0,85.0,ambig
20293,14.0,evidence1,Yes,Very Confident,0,6,30.0,0.0,85.0,ambig
20293,14.0,criticalExculp,No,Very Confident,0,1,30.0,0.0,85.0,ambig
20293,14.0,evidence2,Yes,Very Confident,0,6,30.0,0.0,85.0,ambig
20293,14.0,evidence3,Yes,Moderately Confident,0,5,30.0,0.0,85.0,ambig
20293,14.0,minorInculp,No,Very Confident,0,1,30.0,0.0,85.0,ambig
20293,14.0,evidence4,No,Not Confident,0,3,30.0,0.0,85.0,ambig
20293,14.0,minorExculp,No,Very Confident,0,1,30.0,0.0,85.0,ambig
20293,19.0,criticalExculp,No,Very Confident,0,1,3.0,0.0,76.0,exculp
20293,19.0,minorInculp,No,Very Confident,0,1,3.0,0.0,76.0,exculp
20293,19.0,evidence4,Yes,Very Confident,0,6,3.0,0.0,76.0,exculp
20293,19.0,criticalInculp,No,Very Confident,0,1,3.0,0.0,76.0,exculp
20293,19.0,evidence1,Yes,Very Confident,0,6,3.0,0.0,76.0,exculp
20293,19.0,evidence3,Yes,Very Confident,0,6,3.0,0.0,76.0,exculp
20293,19.0,minorExculp,No,Very Confident,0,1,3.0,0.0,76.0,exculp
20293,19.0,evidence2,Yes,Very Confident,0,6,3.0,0.0,76.0,exculp
20293,24.0,evidence2,Yes,Very Confident,0,6,45.0,0.0,50.0,exculp
20293,24.0,evidence3,Yes,Very Confident,0,6,45.0,0.0,50.0,exculp
20293,24.0,minorExculp,No,Very Confident,0,1,45.0,0.0,50.0,exculp
20293,24.0,evidence4,Yes,Very Confident,0,6,45.0,0.0,50.0,exculp
20293,24.0,criticalInculp,No,Very Confident,0,1,45.0,0.0,50.0,exculp
20293,24.0,criticalExculp,No,Very Confident,0,1,45.0,0.0,50.0,exculp
20293,24.0,evidence1,Yes,Very Confident,0,6,45.0,0.0,50.0,exculp
20293,24.0,minorInculp,No,Very Confident,0,1,45.0,0.0,50.0,exculp
20293,20.0,evidence2,Yes,Very Confident,0,6,29.0,0.0,88.0,exculp
20293,20.0,criticalInculp,No,Very Confident,0,1,29.0,0.0,88.0,exculp
20293,20.0,evidence1,Yes,Very Confident,0,6,29.0,0.0,88.0,exculp
20293,20.0,minorInculp,No,Very Confident,0,1,29.0,0.0,88.0,exculp
20293,20.0,evidence4,Yes,Very Confident,0,6,29.0,0.0,88.0,exculp
20293,20.0,criticalExculp,No,Very Confident,0,1,29.0,0.0,88.0,exculp
20293,20.0,minorExculp,No,Very Confident,0,1,29.0,0.0,88.0,exculp
