participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
367155,28.0,evidence4,Yes,Moderately Confident,1,5,86.0,1.0,82.0,inculp
367155,28.0,minorExculp,No,Very Confident,1,1,86.0,1.0,82.0,inculp
367155,28.0,criticalInculp,No,Very Confident,1,1,86.0,1.0,82.0,inculp
367155,28.0,criticalExculp,No,Moderately Confident,1,2,86.0,1.0,82.0,inculp
367155,28.0,evidence3,Yes,Very Confident,1,6,86.0,1.0,82.0,inculp
367155,28.0,evidence1,Yes,Very Confident,1,6,86.0,1.0,82.0,inculp
367155,28.0,minorInculp,No,Very Confident,1,1,86.0,1.0,82.0,inculp
367155,28.0,evidence2,Yes,Very Confident,1,6,86.0,1.0,82.0,inculp
367155,19.0,evidence1,Yes,Very Confident,1,6,30.0,0.0,80.0,exculp
367155,19.0,evidence3,Yes,Very Confident,1,6,30.0,0.0,80.0,exculp
367155,19.0,minorExculp,No,Very Confident,1,1,30.0,0.0,80.0,exculp
367155,19.0,criticalInculp,No,Very Confident,1,1,30.0,0.0,80.0,exculp
367155,19.0,evidence2,Yes,Very Confident,1,6,30.0,0.0,80.0,exculp
367155,19.0,criticalExculp,No,Very Confident,1,1,30.0,0.0,80.0,exculp
367155,19.0,minorInculp,No,Very Confident,1,1,30.0,0.0,80.0,exculp
367155,19.0,evidence4,Yes,Very Confident,1,6,30.0,0.0,80.0,exculp
367155,22.0,minorExculp,No,Very Confident,1,1,41.0,0.0,38.0,ambig
367155,22.0,evidence2,Yes,Very Confident,1,6,41.0,0.0,38.0,ambig
367155,22.0,criticalInculp,No,Very Confident,1,1,41.0,0.0,38.0,ambig
367155,22.0,evidence4,No,Not Confident,1,3,41.0,0.0,38.0,ambig
367155,22.0,evidence1,Yes,Very Confident,1,6,41.0,0.0,38.0,ambig
367155,22.0,evidence3,Yes,Very Confident,1,6,41.0,0.0,38.0,ambig
367155,22.0,criticalExculp,No,Very Confident,1,1,41.0,0.0,38.0,ambig
367155,22.0,minorInculp,No,Very Confident,1,1,41.0,0.0,38.0,ambig
367155,24.0,criticalExculp,No,Very Confident,1,1,85.0,1.0,79.0,exculp
367155,24.0,evidence3,No,Not Confident,1,3,85.0,1.0,79.0,exculp
367155,24.0,criticalInculp,No,Very Confident,1,1,85.0,1.0,79.0,exculp
367155,24.0,evidence2,Yes,Very Confident,1,6,85.0,1.0,79.0,exculp
367155,24.0,minorInculp,No,Very Confident,1,1,85.0,1.0,79.0,exculp
367155,24.0,minorExculp,No,Very Confident,1,1,85.0,1.0,79.0,exculp
367155,24.0,evidence1,Yes,Very Confident,1,6,85.0,1.0,79.0,exculp
367155,24.0,evidence4,Yes,Very Confident,1,6,85.0,1.0,79.0,exculp
