participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
68653,14.0,evidence3,Yes,Moderately Confident,1,5,64.0,1.0,74.0,ambig
68653,14.0,minorInculp,Yes,Moderately Confident,1,5,64.0,1.0,74.0,ambig
68653,14.0,evidence2,Yes,Moderately Confident,1,5,64.0,1.0,74.0,ambig
68653,14.0,criticalExculp,No,Moderately Confident,1,2,64.0,1.0,74.0,ambig
68653,14.0,evidence1,No,Not Confident,1,3,64.0,1.0,74.0,ambig
68653,14.0,criticalInculp,No,Very Confident,1,1,64.0,1.0,74.0,ambig
68653,14.0,minorExculp,No,Not Confident,1,3,64.0,1.0,74.0,ambig
68653,14.0,evidence4,Yes,Very Confident,1,6,64.0,1.0,74.0,ambig
68653,19.0,evidence4,Yes,Very Confident,1,6,36.0,0.0,8.0,exculp
68653,19.0,criticalInculp,No,Moderately Confident,1,2,36.0,0.0,8.0,exculp
68653,19.0,minorExculp,No,Moderately Confident,1,2,36.0,0.0,8.0,exculp
68653,19.0,criticalExculp,No,Moderately Confident,1,2,36.0,0.0,8.0,exculp
68653,19.0,evidence3,Yes,Moderately Confident,1,5,36.0,0.0,8.0,exculp
68653,19.0,evidence2,Yes,Moderately Confident,1,5,36.0,0.0,8.0,exculp
68653,19.0,evidence1,Yes,Moderately Confident,1,5,36.0,0.0,8.0,exculp
68653,19.0,minorInculp,No,Moderately Confident,1,2,36.0,0.0,8.0,exculp
68653,18.0,evidence3,Yes,Moderately Confident,1,5,74.0,1.0,82.0,inculp
68653,18.0,criticalExculp,Yes,Not Confident,1,4,74.0,1.0,82.0,inculp
68653,18.0,evidence4,Yes,Very Confident,1,6,74.0,1.0,82.0,inculp
68653,18.0,criticalInculp,No,Moderately Confident,1,2,74.0,1.0,82.0,inculp
68653,18.0,evidence1,Yes,Very Confident,1,6,74.0,1.0,82.0,inculp
68653,18.0,minorInculp,No,Moderately Confident,1,2,74.0,1.0,82.0,inculp
68653,18.0,evidence2,Yes,Very Confident,1,6,74.0,1.0,82.0,inculp
68653,18.0,minorExculp,No,Very Confident,1,1,74.0,1.0,82.0,inculp
68653,22.0,criticalExculp,No,Moderately Confident,1,2,81.0,1.0,57.0,ambig
68653,22.0,evidence3,Yes,Moderately Confident,1,5,81.0,1.0,57.0,ambig
68653,22.0,criticalInculp,No,Very Confident,1,1,81.0,1.0,57.0,ambig
