participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
58950,18.0,minorExculp,No,Very Confident,0,1,61.0,0.0,51.0,inculp
58950,18.0,criticalInculp,No,Very Confident,0,1,61.0,0.0,51.0,inculp
58950,18.0,criticalExculp,No,Moderately Confident,0,2,61.0,0.0,51.0,inculp
58950,18.0,evidence2,Yes,Very Confident,0,6,61.0,0.0,51.0,inculp
58950,18.0,minorInculp,No,Moderately Confident,0,2,61.0,0.0,51.0,inculp
58950,18.0,evidence4,Yes,Very Confident,0,6,61.0,0.0,51.0,inculp
58950,18.0,evidence3,Yes,Very Confident,0,6,61.0,0.0,51.0,inculp
58950,18.0,evidence1,Yes,Very Confident,0,6,61.0,0.0,51.0,inculp
58950,22.0,evidence2,No,Moderately Confident,0,2,48.0,0.0,74.0,ambig
58950,22.0,criticalExculp,No,Very Confident,0,1,48.0,0.0,74.0,ambig
58950,22.0,minorInculp,No,Very Confident,0,1,48.0,0.0,74.0,ambig
58950,22.0,evidence3,Yes,Very Confident,0,6,48.0,0.0,74.0,ambig
58950,22.0,evidence4,Yes,Very Confident,0,6,48.0,0.0,74.0,ambig
58950,22.0,criticalInculp,No,Very Confident,0,1,48.0,0.0,74.0,ambig
58950,22.0,minorExculp,No,Very Confident,0,1,48.0,0.0,74.0,ambig
58950,22.0,evidence1,Yes,Moderately Confident,0,5,48.0,0.0,74.0,ambig
58950,19.0,evidence3,No,Moderately Confident,0,2,0.0,0.0,71.0,exculp
58950,19.0,evidence4,Yes,Very Confident,0,6,0.0,0.0,71.0,exculp
58950,19.0,evidence1,Yes,Very Confident,0,6,0.0,0.0,71.0,exculp
58950,19.0,minorInculp,No,Very Confident,0,1,0.0,0.0,71.0,exculp
58950,19.0,evidence2,Yes,Very Confident,0,6,0.0,0.0,71.0,exculp
58950,19.0,criticalInculp,No,Very Confident,0,1,0.0,0.0,71.0,exculp
58950,19.0,criticalExculp,No,Very Confident,0,1,0.0,0.0,71.0,exculp
58950,19.0,minorExculp,No,Very Confident,0,1,0.0,0.0,71.0,exculp
58950,2.0,evidence1,Yes,Very Confident,0,6,0.0,0.0,83.0,ambig
58950,2.0,evidence3,Yes,Very Confident,0,6,0.0,0.0,83.0,ambig
58950,2.0,criticalInculp,No,Very Confident,0,1,0.0,0.0,83.0,ambig
58950,2.0,evidence2,Yes,Very Confident,0,6,0.0,0.0,83.0,ambig
58950,2.0,minorInculp,No,Very Confident,0,1,0.0,0.0,83.0,ambig
58950,2.0,minorExculp,No,Very Confident,0,1,0.0,0.0,83.0,ambig
58950,2.0,evidence4,Yes,Moderately Confident,0,5,0.0,0.0,83.0,ambig
58950,2.0,criticalExculp,No,Very Confident,0,1,0.0,0.0,83.0,ambig
58950,20.0,evidence2,Yes,Very Confident,0,6,0.0,0.0,92.0,exculp
58950,20.0,evidence4,Yes,Very Confident,0,6,0.0,0.0,92.0,exculp
58950,20.0,evidence1,Yes,Very Confident,0,6,0.0,0.0,92.0,exculp
58950,20.0,criticalInculp,No,Very Confident,0,1,0.0,0.0,92.0,exculp
58950,20.0,minorInculp,No,Very Confident,0,1,0.0,0.0,92.0,exculp
58950,20.0,criticalExculp,No,Very Confident,0,1,0.0,0.0,92.0,exculp
58950,20.0,evidence3,Yes,Moderately Confident,0,5,0.0,0.0,92.0,exculp
58950,20.0,minorExculp,No,Very Confident,0,1,0.0,0.0,92.0,exculp
58950,30.0,evidence1,Yes,Very Confident,0,6,19.0,0.0,68.0,ambig
58950,30.0,criticalExculp,No,Very Confident,0,1,19.0,0.0,68.0,ambig
58950,30.0,criticalInculp,No,Very Confident,0,1,19.0,0.0,68.0,ambig
58950,30.0,minorExculp,No,Very Confident,0,1,19.0,0.0,68.0,ambig
58950,30.0,evidence2,Yes,Very Confident,0,6,19.0,0.0,68.0,ambig
58950,30.0,minorInculp,No,Very Confident,0,1,19.0,0.0,68.0,ambig
58950,30.0,evidence3,Yes,Very Confident,0,6,19.0,0.0,68.0,ambig
58950,30.0,evidence4,Yes,Moderately Confident,0,5,19.0,0.0,68.0,ambig
58950,24.0,criticalExculp,No,Very Confident,0,1,13.0,0.0,71.0,exculp
58950,24.0,minorInculp,No,Very Confident,0,1,13.0,0.0,71.0,exculp
58950,24.0,evidence1,Yes,Very Confident,0,6,13.0,0.0,71.0,exculp
58950,24.0,minorExculp,No,Very Confident,0,1,13.0,0.0,71.0,exculp
58950,24.0,evidence4,Yes,Very Confident,0,6,13.0,0.0,71.0,exculp
58950,24.0,evidence3,Yes,Very Confident,0,6,13.0,0.0,71.0,exculp
58950,24.0,evidence2,Yes,Very Confident,0,6,13.0,0.0,71.0,exculp
58950,24.0,criticalInculp,No,Very Confident,0,1,13.0,0.0,71.0,exculp
58950,6.0,criticalExculp,No,Very Confident,0,1,100.0,1.0,100.0,inculp
58950,6.0,evidence3,No,Moderately Confident,0,2,100.0,1.0,100.0,inculp
58950,6.0,minorInculp,No,Very Confident,0,1,100.0,1.0,100.0,inculp
58950,6.0,evidence1,Yes,Very Confident,0,6,100.0,1.0,100.0,inculp
