participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
879570,24.0,criticalExculp,No,Moderately Confident,1,2,62.0,1.0,65.0,exculp
879570,24.0,evidence2,No,Moderately Confident,1,2,62.0,1.0,65.0,exculp
879570,24.0,evidence4,Yes,Very Confident,1,6,62.0,1.0,65.0,exculp
879570,24.0,minorExculp,No,Moderately Confident,1,2,62.0,1.0,65.0,exculp
879570,24.0,criticalInculp,No,Not Confident,1,3,62.0,1.0,65.0,exculp
879570,24.0,minorInculp,Yes,Moderately Confident,1,5,62.0,1.0,65.0,exculp
879570,24.0,evidence3,No,Very Confident,1,1,62.0,1.0,65.0,exculp
879570,24.0,evidence1,No,Very Confident,1,1,62.0,1.0,65.0,exculp
879570,18.0,criticalInculp,Yes,Very Confident,1,6,74.0,1.0,37.0,inculp
879570,18.0,criticalExculp,No,Moderately Confident,1,2,74.0,1.0,37.0,inculp
879570,18.0,evidence3,Yes,Very Confident,1,6,74.0,1.0,37.0,inculp
879570,18.0,evidence2,Yes,Very Confident,1,6,74.0,1.0,37.0,inculp
879570,18.0,evidence4,Yes,Very Confident,1,6,74.0,1.0,37.0,inculp
879570,18.0,evidence1,Yes,Moderately Confident,1,5,74.0,1.0,37.0,inculp
879570,18.0,minorExculp,No,Not Confident,1,3,74.0,1.0,37.0,inculp
879570,18.0,minorInculp,Yes,Moderately Confident,1,5,74.0,1.0,37.0,inculp
879570,19.0,minorInculp,No,Moderately Confident,1,2,42.0,0.0,89.0,exculp
879570,19.0,criticalExculp,No,Moderately Confident,1,2,42.0,0.0,89.0,exculp
879570,19.0,criticalInculp,Yes,Not Confident,1,4,42.0,0.0,89.0,exculp
879570,19.0,evidence4,No,Moderately Confident,1,2,42.0,0.0,89.0,exculp
879570,19.0,evidence3,Yes,Very Confident,1,6,42.0,0.0,89.0,exculp
879570,19.0,evidence1,Yes,Very Confident,1,6,42.0,0.0,89.0,exculp
879570,19.0,minorExculp,No,Moderately Confident,1,2,42.0,0.0,89.0,exculp
879570,19.0,evidence2,Yes,Very Confident,1,6,42.0,0.0,89.0,exculp
879570,20.0,criticalExculp,No,Very Confident,1,1,19.0,0.0,29.0,exculp
879570,20.0,minorExculp,No,Moderately Confident,1,2,19.0,0.0,29.0,exculp
879570,20.0,criticalInculp,Yes,Moderately Confident,1,5,19.0,0.0,29.0,exculp
879570,20.0,minorInculp,No,Very Confident,1,1,19.0,0.0,29.0,exculp
879570,20.0,evidence1,Yes,Very Confident,1,6,19.0,0.0,29.0,exculp
879570,20.0,evidence3,Yes,Moderately Confident,1,5,19.0,0.0,29.0,exculp
879570,20.0,evidence2,No,Not Confident,1,3,19.0,0.0,29.0,exculp
879570,20.0,evidence4,Yes,Very Confident,1,6,19.0,0.0,29.0,exculp
879570,6.0,evidence1,Yes,Very Confident,1,6,62.0,1.0,50.0,inculp
879570,6.0,criticalExculp,No,Not Confident,1,3,62.0,1.0,50.0,inculp
879570,6.0,evidence3,Yes,Very Confident,1,6,62.0,1.0,50.0,inculp
879570,6.0,evidence2,Yes,Very Confident,1,6,62.0,1.0,50.0,inculp
879570,6.0,criticalInculp,No,Moderately Confident,1,2,62.0,1.0,50.0,inculp
879570,6.0,evidence4,Yes,Very Confident,1,6,62.0,1.0,50.0,inculp
879570,6.0,minorInculp,Yes,Very Confident,1,6,62.0,1.0,50.0,inculp
879570,6.0,minorExculp,No,Moderately Confident,1,2,62.0,1.0,50.0,inculp
879570,2.0,criticalExculp,No,Moderately Confident,1,2,73.0,1.0,47.0,ambig
879570,2.0,minorInculp,No,Moderately Confident,1,2,73.0,1.0,47.0,ambig
879570,2.0,minorExculp,No,Moderately Confident,1,2,73.0,1.0,47.0,ambig
879570,2.0,evidence2,No,Moderately Confident,1,2,73.0,1.0,47.0,ambig
879570,2.0,criticalInculp,Yes,Moderately Confident,1,5,73.0,1.0,47.0,ambig
879570,2.0,evidence3,Yes,Moderately Confident,1,5,73.0,1.0,47.0,ambig
879570,2.0,evidence4,Yes,Moderately Confident,1,5,73.0,1.0,47.0,ambig
879570,2.0,evidence1,Yes,Moderately Confident,1,5,73.0,1.0,47.0,ambig
879570,14.0,minorExculp,No,Moderately Confident,1,2,83.0,1.0,67.0,ambig
879570,14.0,evidence3,Yes,Moderately Confident,1,5,83.0,1.0,67.0,ambig
879570,14.0,minorInculp,Yes,Moderately Confident,1,5,83.0,1.0,67.0,ambig
879570,14.0,evidence2,Yes,Very Confident,1,6,83.0,1.0,67.0,ambig
879570,14.0,criticalInculp,Yes,Moderately Confident,1,5,83.0,1.0,67.0,ambig
879570,14.0,evidence1,Yes,Very Confident,1,6,83.0,1.0,67.0,ambig
879570,14.0,criticalExculp,No,Moderately Confident,1,2,83.0,1.0,67.0,ambig
879570,14.0,evidence4,No,Moderately Confident,1,2,83.0,1.0,67.0,ambig
879570,28.0,minorInculp,Yes,Very Confident,1,6,75.0,1.0,57.0,inculp
879570,28.0,evidence4,Yes,Very Confident,1,6,75.0,1.0,57.0,inculp
879570,28.0,criticalExculp,Yes,Moderately Confident,1,5,75.0,1.0,57.0,inculp
879570,28.0,evidence1,Yes,Very Confident,1,6,75.0,1.0,57.0,inculp
879570,28.0,evidence2,Yes,Moderately Confident,1,5,75.0,1.0,57.0,inculp
879570,28.0,minorExculp,No,Not Confident,1,3,75.0,1.0,57.0,inculp
879570,28.0,evidence3,Yes,Very Confident,1,6,75.0,1.0,57.0,inculp
879570,28.0,criticalInculp,Yes,Moderately Confident,1,5,75.0,1.0,57.0,inculp
879570,22.0,evidence4,No,Not Confident,1,3,70.0,1.0,28.0,ambig
879570,22.0,minorExculp,No,Very Confident,1,1,70.0,1.0,28.0,ambig
879570,22.0,evidence1,Yes,Not Confident,1,4,70.0,1.0,28.0,ambig
879570,22.0,criticalInculp,Yes,Moderately Confident,1,5,70.0,1.0,28.0,ambig
879570,22.0,evidence2,Yes,Very Confident,1,6,70.0,1.0,28.0,ambig
879570,22.0,evidence3,No,Moderately Confident,1,2,70.0,1.0,28.0,ambig
879570,22.0,criticalExculp,No,Not Confident,1,3,70.0,1.0,28.0,ambig
879570,22.0,minorInculp,No,Moderately Confident,1,2,70.0,1.0,28.0,ambig
879570,30.0,criticalInculp,No,Very Confident,1,1,70.0,1.0,61.0,ambig
879570,30.0,criticalExculp,No,Very Confident,1,1,70.0,1.0,61.0,ambig
879570,30.0,minorInculp,Yes,Very Confident,1,6,70.0,1.0,61.0,ambig
879570,30.0,minorExculp,Yes,Moderately Confident,1,5,70.0,1.0,61.0,ambig
879570,30.0,evidence3,No,Moderately Confident,1,2,70.0,1.0,61.0,ambig
879570,30.0,evidence4,Yes,Very Confident,1,6,70.0,1.0,61.0,ambig
879570,30.0,evidence1,Yes,Very Confident,1,6,70.0,1.0,61.0,ambig
879570,30.0,evidence2,No,Moderately Confident,1,2,70.0,1.0,61.0,ambig
