participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
50784,14.0,evidence4,Yes,Moderately Confident,0,5,46.0,0.0,65.0,ambig
50784,14.0,evidence2,Yes,Very Confident,0,6,46.0,0.0,65.0,ambig
50784,14.0,criticalInculp,No,Very Confident,0,1,46.0,0.0,65.0,ambig
50784,14.0,minorInculp,No,Moderately Confident,0,2,46.0,0.0,65.0,ambig
50784,14.0,minorExculp,No,Moderately Confident,0,2,46.0,0.0,65.0,ambig
50784,14.0,evidence3,Yes,Very Confident,0,6,46.0,0.0,65.0,ambig
50784,14.0,evidence1,Yes,Very Confident,0,6,46.0,0.0,65.0,ambig
50784,14.0,criticalExculp,No,Moderately Confident,0,2,46.0,0.0,65.0,ambig
50784,18.0,evidence4,Yes,Very Confident,0,6,88.0,1.0,80.0,inculp
50784,18.0,minorExculp,No,Very Confident,0,1,88.0,1.0,80.0,inculp
50784,18.0,minorInculp,No,Moderately Confident,0,2,88.0,1.0,80.0,inculp
50784,18.0,criticalExculp,No,Moderately Confident,0,2,88.0,1.0,80.0,inculp
50784,18.0,evidence2,Yes,Very Confident,0,6,88.0,1.0,80.0,inculp
50784,18.0,criticalInculp,No,Moderately Confident,0,2,88.0,1.0,80.0,inculp
50784,18.0,evidence1,Yes,Very Confident,0,6,88.0,1.0,80.0,inculp
50784,18.0,evidence3,Yes,Very Confident,0,6,88.0,1.0,80.0,inculp
50784,19.0,evidence4,Yes,Very Confident,0,6,21.0,0.0,76.0,exculp
50784,19.0,evidence2,No,Moderately Confident,0,2,21.0,0.0,76.0,exculp
50784,19.0,evidence3,Yes,Very Confident,0,6,21.0,0.0,76.0,exculp
50784,19.0,minorExculp,Yes,Very Confident,0,6,21.0,0.0,76.0,exculp
50784,19.0,evidence1,Yes,Very Confident,0,6,21.0,0.0,76.0,exculp
50784,19.0,criticalInculp,No,Moderately Confident,0,2,21.0,0.0,76.0,exculp
50784,19.0,minorInculp,No,Very Confident,0,1,21.0,0.0,76.0,exculp
50784,19.0,criticalExculp,No,Moderately Confident,0,2,21.0,0.0,76.0,exculp
50784,2.0,evidence1,Yes,Moderately Confident,0,5,23.0,0.0,79.0,ambig
50784,2.0,minorInculp,No,Moderately Confident,0,2,23.0,0.0,79.0,ambig
50784,2.0,evidence4,No,Moderately Confident,0,2,23.0,0.0,79.0,ambig
50784,2.0,criticalInculp,No,Moderately Confident,0,2,23.0,0.0,79.0,ambig
50784,2.0,minorExculp,Yes,Moderately Confident,0,5,23.0,0.0,79.0,ambig
50784,2.0,criticalExculp,No,Moderately Confident,0,2,23.0,0.0,79.0,ambig
50784,2.0,evidence3,Yes,Very Confident,0,6,23.0,0.0,79.0,ambig
50784,2.0,evidence2,Yes,Very Confident,0,6,23.0,0.0,79.0,ambig
50784,24.0,minorExculp,No,Moderately Confident,0,2,67.0,1.0,62.0,exculp
50784,24.0,criticalInculp,No,Moderately Confident,0,2,67.0,1.0,62.0,exculp
50784,24.0,minorInculp,No,Moderately Confident,0,2,67.0,1.0,62.0,exculp
50784,24.0,criticalExculp,No,Moderately Confident,0,2,67.0,1.0,62.0,exculp
50784,24.0,evidence4,Yes,Very Confident,0,6,67.0,1.0,62.0,exculp
50784,24.0,evidence1,Yes,Very Confident,0,6,67.0,1.0,62.0,exculp
50784,24.0,evidence3,Yes,Very Confident,0,6,67.0,1.0,62.0,exculp
50784,24.0,evidence2,Yes,Very Confident,0,6,67.0,1.0,62.0,exculp
50784,6.0,criticalExculp,No,Moderately Confident,0,2,63.0,1.0,72.0,inculp
50784,6.0,evidence2,Yes,Very Confident,0,6,63.0,1.0,72.0,inculp
50784,6.0,criticalInculp,No,Very Confident,0,1,63.0,1.0,72.0,inculp
50784,6.0,evidence1,Yes,Very Confident,0,6,63.0,1.0,72.0,inculp
50784,6.0,evidence4,Yes,Very Confident,0,6,63.0,1.0,72.0,inculp
50784,6.0,minorExculp,No,Moderately Confident,0,2,63.0,1.0,72.0,inculp
50784,6.0,minorInculp,No,Moderately Confident,0,2,63.0,1.0,72.0,inculp
50784,6.0,evidence3,Yes,Very Confident,0,6,63.0,1.0,72.0,inculp
50784,22.0,evidence2,Yes,Very Confident,0,6,32.0,0.0,43.0,ambig
50784,22.0,evidence1,Yes,Very Confident,0,6,32.0,0.0,43.0,ambig
50784,22.0,evidence4,Yes,Very Confident,0,6,32.0,0.0,43.0,ambig
50784,22.0,minorExculp,No,Moderately Confident,0,2,32.0,0.0,43.0,ambig
50784,22.0,criticalExculp,No,Moderately Confident,0,2,32.0,0.0,43.0,ambig
50784,22.0,evidence3,Yes,Very Confident,0,6,32.0,0.0,43.0,ambig
50784,22.0,minorInculp,No,Moderately Confident,0,2,32.0,0.0,43.0,ambig
50784,22.0,criticalInculp,No,Very Confident,0,1,32.0,0.0,43.0,ambig
50784,20.0,evidence4,Yes,Very Confident,0,6,32.0,0.0,70.0,exculp
50784,20.0,minorExculp,No,Moderately Confident,0,2,32.0,0.0,70.0,exculp
50784,20.0,evidence1,Yes,Very Confident,0,6,32.0,0.0,70.0,exculp
50784,20.0,minorInculp,No,Very Confident,0,1,32.0,0.0,70.0,exculp
50784,20.0,criticalInculp,No,Very Confident,0,1,32.0,0.0,70.0,exculp
50784,20.0,evidence2,Yes,Very Confident,0,6,32.0,0.0,70.0,exculp
50784,20.0,criticalExculp,No,Very Confident,0,1,32.0,0.0,70.0,exculp
50784,20.0,evidence3,Yes,Very Confident,0,6,32.0,0.0,70.0,exculp
50784,28.0,criticalInculp,No,Moderately Confident,0,2,75.0,1.0,51.0,inculp
50784,28.0,evidence4,Yes,Very Confident,0,6,75.0,1.0,51.0,inculp
50784,28.0,evidence2,Yes,Very Confident,0,6,75.0,1.0,51.0,inculp
50784,28.0,criticalExculp,No,Very Confident,0,1,75.0,1.0,51.0,inculp
50784,28.0,evidence1,Yes,Very Confident,0,6,75.0,1.0,51.0,inculp
50784,28.0,minorInculp,No,Very Confident,0,1,75.0,1.0,51.0,inculp
50784,28.0,minorExculp,No,Very Confident,0,1,75.0,1.0,51.0,inculp
