participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
477163,20.0,evidence1,Yes,Moderately Confident,1,5,64.0,0.0,69.0,exculp
477163,20.0,criticalExculp,No,Moderately Confident,1,2,64.0,0.0,69.0,exculp
477163,20.0,minorInculp,No,Very Confident,1,1,64.0,0.0,69.0,exculp
477163,20.0,minorExculp,No,Moderately Confident,1,2,64.0,0.0,69.0,exculp
477163,20.0,evidence4,Yes,Moderately Confident,1,5,64.0,0.0,69.0,exculp
477163,20.0,evidence3,Yes,Moderately Confident,1,5,64.0,0.0,69.0,exculp
477163,20.0,evidence2,Yes,Moderately Confident,1,5,64.0,0.0,69.0,exculp
477163,20.0,criticalInculp,No,Moderately Confident,1,2,64.0,0.0,69.0,exculp
477163,19.0,criticalExculp,No,Moderately Confident,1,2,77.0,1.0,69.0,exculp
477163,19.0,minorExculp,Yes,Moderately Confident,1,5,77.0,1.0,69.0,exculp
477163,19.0,minorInculp,No,Very Confident,1,1,77.0,1.0,69.0,exculp
477163,19.0,evidence1,Yes,Moderately Confident,1,5,77.0,1.0,69.0,exculp
477163,19.0,evidence3,Yes,Moderately Confident,1,5,77.0,1.0,69.0,exculp
477163,19.0,evidence2,Yes,Moderately Confident,1,5,77.0,1.0,69.0,exculp
477163,19.0,evidence4,Yes,Moderately Confident,1,5,77.0,1.0,69.0,exculp
477163,19.0,criticalInculp,No,Moderately Confident,1,2,77.0,1.0,69.0,exculp
477163,28.0,evidence1,Yes,Moderately Confident,1,5,51.0,1.0,67.0,inculp
477163,28.0,minorInculp,Yes,Moderately Confident,1,5,51.0,1.0,67.0,inculp
477163,28.0,evidence2,Yes,Moderately Confident,1,5,51.0,1.0,67.0,inculp
477163,28.0,minorExculp,No,Very Confident,1,1,51.0,1.0,67.0,inculp
477163,28.0,evidence3,Yes,Moderately Confident,1,5,51.0,1.0,67.0,inculp
477163,28.0,criticalExculp,No,Moderately Confident,1,2,51.0,1.0,67.0,inculp
477163,28.0,criticalInculp,No,Moderately Confident,1,2,51.0,1.0,67.0,inculp
477163,28.0,evidence4,Yes,Moderately Confident,1,5,51.0,1.0,67.0,inculp
477163,2.0,minorInculp,Yes,Not Confident,1,4,35.0,0.0,58.0,ambig
477163,2.0,minorExculp,Yes,Not Confident,1,4,35.0,0.0,58.0,ambig
477163,2.0,evidence4,Yes,Moderately Confident,1,5,35.0,0.0,58.0,ambig
477163,2.0,evidence3,Yes,Moderately Confident,1,5,35.0,0.0,58.0,ambig
477163,2.0,criticalExculp,Yes,Moderately Confident,1,5,35.0,0.0,58.0,ambig
477163,2.0,evidence1,No,Moderately Confident,1,2,35.0,0.0,58.0,ambig
477163,2.0,evidence2,Yes,Moderately Confident,1,5,35.0,0.0,58.0,ambig
