participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
927359,19.0,criticalExculp,No,Very Confident,1,1,33.0,0.0,49.0,exculp
927359,19.0,evidence4,Yes,Very Confident,1,6,33.0,0.0,49.0,exculp
927359,19.0,evidence3,Yes,Very Confident,1,6,33.0,0.0,49.0,exculp
927359,19.0,minorExculp,No,Very Confident,1,1,33.0,0.0,49.0,exculp
927359,19.0,evidence2,Yes,Moderately Confident,1,5,33.0,0.0,49.0,exculp
927359,19.0,evidence1,Yes,Very Confident,1,6,33.0,0.0,49.0,exculp
927359,19.0,minorInculp,No,Very Confident,1,1,33.0,0.0,49.0,exculp
927359,19.0,criticalInculp,No,Very Confident,1,1,33.0,0.0,49.0,exculp
927359,18.0,evidence1,Yes,Very Confident,1,6,70.0,1.0,100.0,inculp
927359,18.0,criticalInculp,No,Very Confident,1,1,70.0,1.0,100.0,inculp
927359,18.0,evidence3,Yes,Very Confident,1,6,70.0,1.0,100.0,inculp
927359,18.0,evidence2,No,Very Confident,1,1,70.0,1.0,100.0,inculp
927359,18.0,evidence4,Yes,Very Confident,1,6,70.0,1.0,100.0,inculp
927359,18.0,minorExculp,No,Very Confident,1,1,70.0,1.0,100.0,inculp
927359,18.0,minorInculp,Yes,Moderately Confident,1,5,70.0,1.0,100.0,inculp
927359,18.0,criticalExculp,No,Very Confident,1,1,70.0,1.0,100.0,inculp
927359,14.0,evidence3,Yes,Very Confident,1,6,63.0,1.0,42.0,ambig
927359,14.0,minorInculp,No,Very Confident,1,1,63.0,1.0,42.0,ambig
927359,14.0,evidence2,Yes,Very Confident,1,6,63.0,1.0,42.0,ambig
927359,14.0,criticalInculp,No,Very Confident,1,1,63.0,1.0,42.0,ambig
927359,14.0,criticalExculp,No,Very Confident,1,1,63.0,1.0,42.0,ambig
927359,14.0,evidence1,Yes,Very Confident,1,6,63.0,1.0,42.0,ambig
927359,14.0,minorExculp,No,Very Confident,1,1,63.0,1.0,42.0,ambig
927359,14.0,evidence4,Yes,Moderately Confident,1,5,63.0,1.0,42.0,ambig
927359,24.0,evidence4,Yes,Very Confident,1,6,90.0,1.0,62.0,exculp
927359,24.0,evidence1,Yes,Moderately Confident,1,5,90.0,1.0,62.0,exculp
927359,24.0,minorExculp,No,Very Confident,1,1,90.0,1.0,62.0,exculp
927359,24.0,criticalInculp,No,Very Confident,1,1,90.0,1.0,62.0,exculp
927359,24.0,criticalExculp,No,Very Confident,1,1,90.0,1.0,62.0,exculp
927359,24.0,evidence2,Yes,Very Confident,1,6,90.0,1.0,62.0,exculp
927359,24.0,minorInculp,No,Very Confident,1,1,90.0,1.0,62.0,exculp
927359,24.0,evidence3,Yes,Very Confident,1,6,90.0,1.0,62.0,exculp
927359,20.0,criticalInculp,No,Very Confident,1,1,0.0,0.0,47.0,exculp
