participant,lureCaseNum,lureType,evidenceUsedResponse.response,confidenceLevel.response,condition,confidence,caseStrength,verdict,realRate,caseType
491651,19.0,evidence1,Yes,Very Confident,0,6,44.0,0.0,39.0,exculp
491651,19.0,minorExculp,No,Not Confident,0,3,44.0,0.0,39.0,exculp
491651,19.0,evidence3,Yes,Very Confident,0,6,44.0,0.0,39.0,exculp
491651,19.0,criticalExculp,No,Very Confident,0,1,44.0,0.0,39.0,exculp
491651,19.0,criticalInculp,No,Very Confident,0,1,44.0,0.0,39.0,exculp
491651,19.0,evidence2,Yes,Very Confident,0,6,44.0,0.0,39.0,exculp
491651,19.0,evidence4,Yes,Very Confident,0,6,44.0,0.0,39.0,exculp
491651,19.0,minorInculp,No,Very Confident,0,1,44.0,0.0,39.0,exculp
491651,28.0,evidence1,Yes,Moderately Confident,0,5,40.0,1.0,42.0,inculp
491651,28.0,criticalExculp,No,Not Confident,0,3,40.0,1.0,42.0,inculp
491651,28.0,minorExculp,No,Moderately Confident,0,2,40.0,1.0,42.0,inculp
491651,28.0,minorInculp,No,Very Confident,0,1,40.0,1.0,42.0,inculp
491651,28.0,evidence3,Yes,Moderately Confident,0,5,40.0,1.0,42.0,inculp
491651,28.0,evidence2,Yes,Very Confident,0,6,40.0,1.0,42.0,inculp
491651,28.0,criticalInculp,No,Very Confident,0,1,40.0,1.0,42.0,inculp
491651,28.0,evidence4,Yes,Very Confident,0,6,40.0,1.0,42.0,inculp
491651,14.0,evidence4,Yes,Moderately Confident,0,5,42.0,1.0,42.0,ambig
491651,14.0,evidence1,No,Not Confident,0,3,42.0,1.0,42.0,ambig
491651,14.0,evidence2,Yes,Moderately Confident,0,5,42.0,1.0,42.0,ambig
491651,14.0,criticalExculp,No,Very Confident,0,1,42.0,1.0,42.0,ambig
491651,14.0,evidence3,Yes,Very Confident,0,6,42.0,1.0,42.0,ambig
491651,14.0,minorInculp,No,Not Confident,0,3,42.0,1.0,42.0,ambig
491651,14.0,criticalInculp,No,Not Confident,0,3,42.0,1.0,42.0,ambig
491651,14.0,minorExculp,No,Very Confident,0,1,42.0,1.0,42.0,ambig
