participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
419566,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0494436,0.049395,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-13_12h57.38.217,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
419566,31,,7,,,,,,,49.95663880003849,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-13_12h57.38.217,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,7,7,0,4.209201500052586,4.209204900020268,1,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0581423,0.0581278,,,,,,,,,58.585898599994835,54.166428500029724,54.16637350001838,49.94678420003038
419566,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-13_12h57.38.217,,,,,,,,,,,,,1,,,,,,,,,,,110.28343990002759,58.58595189999323,,,,
419566,22,84,0,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"I imagined a CCTV footage of a woman in scrubs leaving a room with the baby in her arms, which then fl;ashed back to judge judy and the acuused woman, who looked unapolagatic, and a old man, possibily related to some sort of church in the community. they were saying no words, but their expressions natched the discription.",110.31254830001853,,,Guilty,84,87,,,,,60,,,,,87,177.52384510001866,157.80967129999772,,,,,,,,,,,,,207.52460080001038,337.88941760000307,207.51215710001998,0,0,0,6,"I imagined a CCTV footage of a woman in scrubs leaving a room with the baby in her arms, which then fl;ashed back to judge judy and the acuused woman, who looked unapolagatic, and a old man, possibily related to some sort of church in the community. they were saying no words, but their expressions natched the discription.",0,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_12h57.38.217,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,207.5118378000334,177.52419080003165,364.7577211000025,337.8906845000456,157.8096102999989,110.29808910004795,,,,,,
419566,19,78,1,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"I imagined a shiloette of a man through the curtains of a window to a house on it's highest floor. And him dramatically pulling out a long rifle like weapon and the bullet of it flying and hitting the beer bottle. I also saw flashes of the party, but in my head the distance looked long and the scene played out very animated like.
",364.79828210000414,,,Not Guilty,78,23,,,,,60,,,,,23,402.6490548000438,397.61149070004467,,,,,,,,,,,,,432.6473302000086,550.8622443000204,432.63456860004226,1,0,1,4,"I imagined a shiloette of a man through the curtains of a window to a house on it's highest floor. And him dramatically pulling out a long rifle like weapon and the bullet of it flying and hitting the beer bottle. I also saw flashes of the party, but in my head the distance looked long and the scene played out very animated like.
",1,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-13_12h57.38.217,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,432.63439320004545,402.64910570002394,563.9741603000439,550.8631727000466,397.6114208000363,364.7713788000401,,,,,,
419566,2,74,2,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"i saw the cctv footage of a woman leaving the store with a carefull hand on her large purse and her not looking at the receptionist while walking out. And then, i saw another possibiltiy of the same women hanging up the dress and walking out with a rather small purse, samje person, the second time Armstrong was wearing white cloths. 
",563.9983763000346,,,Not Guilty,74,12,,,,,60,,,,,12,624.7896471000277,622.1212855000049,,,,,,,,,,,,,654.7898361000116,777.9344618000323,654.7779062000336,2,0,2,0,"i saw the cctv footage of a woman leaving the store with a carefull hand on her large purse and her not looking at the receptionist while walking out. And then, i saw another possibiltiy of the same women hanging up the dress and walking out with a rather small purse, samje person, the second time Armstrong was wearing white cloths. 
",2,0,,,,,,,,,,,,,,,M3 ,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-13_12h57.38.217,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,654.7773738,624.7896998000215,789.3141357999993,777.9354341000435,622.1212228999939,563.9857168000308,,,,,,
419566,30,63,3,clear_in,clear_ex,ambiguous,clear_in,Guilty,"at first, i saw a large, black car raming into people at a cross walk, the car sverving right into the pole. and the man inside promptly leaving car and escaping. I also saw another senario where the accused was not driving but was slamming his hands against the car door and yelling at the person that was driving. I saw an old judge asking the accused do you have anything to prove your not guitly"" and he's like ""I have nothing but i didn't do it""",789.3386053,,,Guilty,63,53,,,,,60,,,,,53,856.7075334,853.491281,,,,,,,,,,,,,886.7080283,1064.132916,886.6958145,3,0,3,9,"at first i saw a large black car raming into people at a cross walk the car sverving right into the pole. and the man inside promptly leaving car and escaping. I also saw another senario where the accused was not driving but was slamming his hands against the car door and yelling at the person that was driving. I saw an old judge asking the accused ""do you have anything to prove your not guitly"" and he's like ""I have nothing but i didn't do it""",3,0,,,,,,,,,,,,,,,A,,,"2024.2.4,An expert testified that a palm print from the driver’s door matches Mr. Juval.,An expert testified that none of the fingerprints in the SUV match Mr. Juval.,An expert testified there are not enough similarities between Mr. Juval’s palm print and a palm print on the SUV’s door for a conclusive match. ,,,,,,",,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_12h57.38.217,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,886.6956519000232,856.7075850000256,1087.4081429000362,1064.1340002000215,853.4912212000345,789.3237868000288,,,,,,
419566,6,80,4,clear_in,clear_in,clear_ex,clear_in,Guilty,"i imagined a woman, visually speaking looked like she was struggling but sheilded it with confidence. I saw her cutting of the tags on the items she stolen at the bathroom and then her at self checkout. And i saw police getting statements from a cashier that looked like a teenager that wanted nothign to do with this and wanted to go home. ",1087.4323420000146,,,Guilty,80,82,,,,,60,,,,,82,1174.810134,1161.3223235000041,,,,,,,,,,,,,1204.8036369000329,1340.120486000029,1204.7956571000395,4,0,4,1,"i imagined a woman, visually speaking looked like she was struggling but sheilded it with confidence. I saw her cutting of the tags on the items she stolen at the bathroom and then her at self checkout. And i saw police getting statements from a cashier that looked like a teenager that wanted nothign to do with this and wanted to go home. ",4,0,,,,,,,,,,,,,,,M1,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_12h57.38.217,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1204.7954907999956,1174.8101920000045,1348.9607200000319,1340.1214502000366,1161.322264300019,1087.4173426000052,,,,,,
419566,18,81,5,clear_in,clear_ex,clear_in,clear_in,Guilty,"there was a charming man, friendly and talking to the two workers in a coffee shop, asking about their day and things like that. And then it switched into the near future where there are a bunch of workers working in a field full under a very bright sunny day whil ethat charming man is in his office not far, erasing information on  his phone and his footprint of almost anything related to mexico. ",1348.989013100043,,,Guilty,81,80,,,,,60,,,,,80,1443.2145210000454,1441.95988,,,,,,,,,,,,,1473.209081100009,1670.2326402000035,1473.2009508000338,5,0,5,3,"there was a charming man, friendly and talking to the two workers in a coffee shop, asking about their day and things like that. And then it switched into the near future where there are a bunch of workers working in a field full under a very bright sunny day whil ethat charming man is in his office not far, erasing information on  his phone and his footprint of almost anything related to mexico. ",5,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_12h57.38.217,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1473.200769499992,1443.214577000006,1677.4812498000101,1670.2335884000058,1441.9598157000146,1348.9734644000418,,,,,,
419566,28,34,6,clear_ex,clear_in,clear_in,clear_in,Guilty,"I had a very dramatic image of a young man in a run down shady looking hallway, and someone else telling him that there was a person in that building, which he has a devastating reaction to that, as he didn't mean fopr someone to be in the building, him crying and crumping to the floor, the whole thing, and then like min iflashbacks to a shiloete of a man standing infront of a buring building while holding a can.
",1677.5012488000211,,,Guilty,34,87,,,,,60,,,,,87,1781.3890021000407,1764.7373113000067,,,,,,,,,,,,,1811.3810931000044,1968.8480860000127,1811.3730442000087,6,0,6,8,"I had a very dramatic image of a young man in a run down shady looking hallway, and someone else telling him that there was a person in that building, which he has a devastating reaction to that, as he didn't mean fopr someone to be in the building, him crying and crumping to the floor, the whole thing, and then like min iflashbacks to a shiloete of a man standing infront of a buring building while holding a can.
",6,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-13 12h57.53.937456 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_12h57.38.217,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1811.3728458000114,1781.3890548000345,1981.0777154000243,1968.8491551000043,1764.7372401000466,1677.4903849000111,,,,,,
