participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
149,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058531299990136176,0.058484099979978055,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-24_12h47.09.954,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
149,31,,5,,,,,,,16.514341799978865,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-24_12h47.09.954,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,5,5,0,2.986977799999295,2.986980899993796,1,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0750385,0.0750214,,,,,,,,,20.41802650000318,19.501750199997332,19.501694799982943,16.504157999996096
149,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-24_12h47.09.954,,,,,,,,,,,,,1,,,,,,,,,,,20.723030399996787,20.41808,,,,
149,2,63,0,ambiguous,clear_ex,clear_in,clear_ex,Guilty,I would say that this guy is probably fucked and is guilty.,20.76030309998896,,,Guilty,63,54,,,,,60,,,,,54,22.59888299999875,21.01976090000244,,,,,,,,,,,,,52.599559299997054,73.35687229997711,52.5879315,0,0,0,0,I would say that this guy is probably fucked and is guilty.,0,0,,,,,,,,,,,,,,,M3 ,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-24_12h47.09.954,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,52.58726790000219,22.59924169999431,92.76617359998636,73.35798269999214,21.01971439999761,20.74356419997639,,,,,,
149,18,87,1,clear_in,clear_ex,clear_in,clear_in,Not Guilty,I would say that all the evidence is word of mouth and therefore should not be concidered as truthfull evidence. And it shows that he was not there in mexico. ,92.7988038,,,Not Guilty,87,19,,,,,60,,,,,19,125.9334534999798,124.3460215999803,,,,,,,,,,,,,155.9318726999918,205.27413259999594,155.9192253999936,1,0,1,3,I would say that all the evidence is word of mouth and therefore should not be concidered as truthfull evidence. And it shows that he was not there in mexico. ,1,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-24_12h47.09.954,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,155.9187893999915,125.9335067999782,214.77419109997572,205.2751344999997,124.34595739998622,92.78308679998736,,,,,,
149,22,57,2,ambiguous,clear_in,clear_ex,clear_ex,Not Guilty,"again there is no real evidence that she did anything, other than being in the4 hostiptal at the time of the kidnapping. ",214.79847499998868,,,Not Guilty,57,1,,,,,60,,,,,1,228.28184009998222,227.0162766999856,,,,,,,,,,,,,258.2837401999859,292.57929219998186,258.27168989999336,2,0,2,6,"again there is no real evidence that she did anything, other than being in the4 hostiptal at the time of the kidnapping. ",2,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-24_12h47.09.954,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,258.27127129997825,228.28189559999737,298.6295768999844,292.5802105999901,227.0162153999845,214.7835245000024,,,,,,
149,14,60,3,clear_ex,ambiguous,clear_in,clear_in,Guilty,"I would say that the evidence is overwhelming here, he has had previous tax frauds, and he probabl;y din't sell his boat atg thew same time for concindnece. ",298.6496741999872,,,Guilty,60,22,,,,,60,,,,,22,313.1850643999933,312.2423310999875,,,,,,,,,,,,,343.1815958999796,391.61920590000227,343.1691764999996,3,0,3,2,"I would say that the evidence is overwhelming here, he has had previous tax frauds, and he probabl;y din't sell his boat atg thew same time for concindnece. ",3,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-24_12h47.09.954,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,343.16900819999864,313.18512109998846,396.5570672999893,391.6201460000011,312.2422661999881,298.63957209998625,,,,,,
149,19,49,4,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"I would say this man is not guilty, he is obviously mad, and he wants to get the party shut down. And obviously the shots came from near his house as his house is near to the party. ",396.5771572999947,,,Not Guilty,49,6,,,,,60,,,,,6,401.41126609998173,400.9697023999761,,,,,,,,,,,,,431.40886199998204,484.7962465999881,431.40054799997597,4,0,4,4,"I would say this man is not guilty, he is obviously mad, and he wants to get the party shut down. And obviously the shots came from near his house as his house is near to the party. ",4,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-24_12h47.09.954,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,431.4003760999767,401.41131419999874,489.1019916999794,484.79718739999225,400.9696283999947,396.5659874,,,,,,
149,20,74,5,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"again here the evidence isn't up to par, no way a women who works there and see 1000s of customers a day is able to indetify a random women. ",489.13017029999173,,,Not Guilty,74,15,,,,,60,,,,,15,497.7968563000031,497.37199839999084,,,,,,,,,,,,,527.7989672999829,565.4294730999973,527.7869815999875,5,0,5,5,"again here the evidence isn't up to par, no way a women who works there and see 1000s of customers a day is able to indetify a random women. ",5,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-24_12h47.09.954,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,527.7868044,497.7969088999962,569.9073284000042,565.4304671999998,497.3719405999873,489.11452449997887,,,,,
149,28,72,6,clear_ex,clear_in,clear_in,clear_in,Guilty,"I would say the evidence here is overwhelimg, his dna is on the canisters, and I find it hard to beileve that it wasn't him. ",569.9273452999769,,,Guilty,72,75,,,,,60,,,,,75,577.4377165999904,575.3238886999898,,,,,,,,,,,,,607.4380650999956,641.2983447999868,607.4258836999943,6,0,6,8,"I would say the evidence here is overwhelimg, his dna is on the canisters, and I find it hard to beileve that it wasn't him. ",6,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-24 13h02.29.189210 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-24_12h47.09.954,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,607.4257233999961,577.4377679000027,646.2965886,641.2992976,575.3238314999908,569.9164778999984,,,,,,
