participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
14646,20,28,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"I imagined ms.clarke bagging the items and possibly forgeting to scan a couple of items.
",104.6191956,,,240.0021118,,,1,,40,180.800771,169.4087889,,,,,,,,,,,,,210.8094009,309.2653883,210.7971085,0,0,0,5,,,,,,,,,,,,,,,C,0.0472827,0.0472351,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-16_16h07.29.262,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,3.4891489,3.4891532,TRUE,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,0.0561416,0.0560785,210.7971018,180.8007797,339.0503188,309.2654969,169.4087761,104.594924,104.5901703,89.7356474,89.7356392,53.5445234,53.5271583,50.0311354
14646,6,80,clear_in,clear_in,clear_ex,clear_in,Guilty,I imagine the lady grabing the clothes and bringing them to the changing room. Then walking out of the changing room wearing the clothes and then walking to the register to buy the peanut butter.,339.0770769,,,240.0021118,,,,,92,392.713205,388.7336772,,,,,,,,,,,,,422.722076,506.581637,422.7134469,1,0,1,1,,,,,,,,,,,,,,,M1,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-16_16h07.29.262,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,422.7134395,392.7132145,518.3007685,506.581702,388.7336667,339.0505849,,,,,,,
14646,2,81,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,I can see her grabbing the dress from the rack and bringing it to the changing room. Then putting it back on the rack.,518.3311275,,,240.0021118,,,,,18,605.5716583,604.0792563,,,,,,,,,,,,,635.575847,718.9446875,635.5673595,2,0,2,0,,,,,,,,,,,,,,,M3 ,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-16_16h07.29.262,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,635.5673525,605.5716663,732.5077092,718.9447725,604.0792427,518.3009523,,,,,,,
14646,19,57,clear_ex,clear_in,clear_ex,clear_ex,Guilty,I can see the man grabbing a gun that isnt registered to his name and shooting at the house.,732.5258945,,,240.0021118,,,,,59,796.3120278,793.0911186,,,,,,,,,,,,,826.3206136,873.8885128,826.3125306,3,0,3,4,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,???,2026-04-16_16h07.29.262,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,826.3125223,796.312036,886.3897663,873.8885831,793.0911077,732.5079026,,,,,,,
14646,24,74,clear_in,clear_ex,clear_ex,clear_ex,Guilty,I can imagine her running the company but staying out of the building and trying to keep her name out of it.,886.4121598,,,240.0021118,,,,,55,1002.953218,999.1574886,,,,,,,,,,,,,1032.957994,1088.453899,1032.949508,4,0,4,7,,,,,,,,,,,,,,,C,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-16_16h07.29.262,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1032.9495,1002.953226,1097.257085,1088.453979,999.1574759,886.389962,,,,,,,
14646,18,87,clear_in,clear_ex,clear_in,clear_in,Guilty,I can see the man using a differnt device to comunicate and traffic the people.,1097.288303,,,240.0021118,,,,,87,1178.118084,1176.709776,,,,,,,,,,,,,1208.123887,1248.74822,1208.115664,5,0,5,3,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-16_16h07.29.262,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1208.115657,1178.118092,1255.171957,1248.7483,1176.709765,1097.257277,,,,,,,
14646,30,66,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,I can imagine someone stealing his car and taking it to drive through the walkway.,1255.194777,,,240.0021118,,,,,21,1319.067666,1316.579842,,,,,,,,,,,,,1349.076036,1389.668686,1349.067858,6,0,6,9,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Pate,2026-04-16_16h07.29.262,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1349.067851,1319.067674,1402.399121,1389.668772,1316.579829,1255.172139,,,,,,,
14646,14,74,clear_ex,ambiguous,clear_in,clear_in,Guilty,I can see someone else being in on it and they sealed the envelope but the man still handing the bribe over.,1402.421486,,,240.0021118,,,,,79,1472.224236,1471.015867,,,,,,,,,,,,,1502.229583,1558.388216,1502.220632,7,0,7,2,,,,,,,,,,,,,,,F,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,????,2026-04-16_16h07.29.262,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,1502.220624,1472.224244,1566.44423,1558.388289,1471.015856,1402.399357,,,,,,,
14646,22,21,ambiguous,clear_in,clear_ex,clear_ex,Guilty,I imagine ms garcia stealing the baby and lkeaving the hospital.,1566.466805,,,240.0021118,,,,,89,1624.556026,1617.501097,,,,,,,,,,,,,1654.561003,1690.094041,1654.552563,8,0,8,6,,,,,,,,,,,,,,,E,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-16_16h07.29.262,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,1654.552555,1624.556034,1696.9597,1690.094123,1617.501083,1566.444428,,,,,,,
14646,28,58,clear_ex,clear_in,clear_in,clear_in,Guilty,I can imagine the man burning the building down with a gas tank.,1696.981989,,,240.0021118,,,,,87,1750.320923,1750.021531,,,,,,,,,,,,,1780.329795,1814.009767,1780.321433,9,0,9,8,,,,,,,,,,,,,,,A,,,2023.2.3,,,,,,2026-04-16 16h07.41.845751 -0700,JurorPsychopyTest,,,,,,,,,Don,2026-04-16_16h07.29.262,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1780.321426,1750.32093,1821.582383,1814.009839,1750.021517,1696.959889,,,,,,,
