participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
762348,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0673041,0.0672532,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-14_13h59.34.059,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
762348,31,,5,,,,,,,22.6684892,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-14_13h59.34.059,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,5,5,0,3.0540937,3.0540991,1,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0921524,0.092138,,,,,,,,,29.0980541,25.7230758,25.7230182,22.6509936
762348,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-14_13h59.34.059,,,,,,,,,,,,,1,,,,,,,,,,,31.2719458,29.0981137,,,,
762348,20,51,0,clear_ex,clear_ex,clear_in,clear_ex,Guilty,I imagined that i was ,31.3089735,,,Guilty,51,46,,,,,60,,,,,46,54.0691583,34.3179356,,,,,,,,,,,,,84.0604646,135.6282963,84.0526118,0,0,0,5,I imagined that i was ,0,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-14_13h59.34.059,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,84.052307,54.069512,156.8376127,135.6295216,34.3178669,31.2963227,,,,,
762348,30,71,1,clear_in,clear_ex,ambiguous,clear_in,Guilty,I imagined I was sitting at a little coffee shop with my friend and watched this all unwind. I saw the man and the little boy die right in front of me and was traumatized. I had never seen anyone even get severely injured before so this was insane for me. I think that the guy that was driving left the wine place after drinkin A LOT and should not have been driving,156.8618033,,,Guilty,71,95,,,,,60,,,,,95,238.7185374,224.0195527,,,,,,,,,,,,,268.7121245,417.8950154,268.7037704,1,0,1,9,I imagined I was sitting at a little coffee shop with my friend and watched this all unwind. I saw the man and the little boy die right in front of me and was traumatized. I had never seen anyone even get severely injured before so this was insane for me. I think that the guy that was driving left the wine place after drinkin A LOT and should not have been driving,1,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-14_13h59.34.059,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,268.7036092,238.7185934,451.0492693,417.8959603,224.0194906,156.8516338,,,,,,
762348,28,29,2,clear_ex,clear_in,clear_in,clear_in,Not Guilty,"I am a little indifferent about if this is actully the guy that was told to burn it down or not. It seems a littl suspisious that there were no fingerprints found. Its also suspisious that there was a homeless guy sleeping in there and nothing was said about him
",451.0691215,,,Not Guilty,29,61,,,,,60,,,,,61,502.7931048,500.5668512,,,,,,,,,,,,,532.789422,648.0542576,532.7813393,2,0,2,8,"I am a little indifferent about if this is actully the guy that was told to burn it down or not. It seems a littl suspisious that there were no fingerprints found. Its also suspisious that there was a homeless guy sleeping in there and nothing was said about him
",2,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-14_13h59.34.059,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,532.7811574,502.7931556,662.2515245,648.055186,500.5667921,451.0585853,,,,,,
762348,18,55,3,clear_in,clear_ex,clear_in,clear_in,Guilty,I am one of the girls that saw a van with mr. johnson and 16 passengers. It looked really suspisious since there were all these people being driven around by one guy. I was concerned right away and thought there might be other trafficers involved,662.2878156,,,Guilty,55,85,,,,,60,,,,,85,765.5497314,726.1016316,,,,,,,,,,,,,795.5502745,928.7544995,795.5380467,3,0,3,3,I am one of the girls that saw a van with mr. johnson and 16 passengers. It looked really suspisious since there were all these people being driven around by one guy. I was concerned right away and thought there might be other trafficers involved,3,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-14_13h59.34.059,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,795.5378519,765.5497902,940.6670875,928.7554606,726.1015672,662.2682458,,,,,,
762348,6,100,4,clear_in,clear_in,clear_ex,clear_in,Guilty,"If I were watching this all unfold I would think this lady did in fact steal the two items. Even though the cashier said that it was a different lady, all the other details add up and it only makes sense that she took the tags off the two items while she was in the dressing room since there are no cameras",940.6899257,,,Guilty,100,81,,,,,60,,,,,81,1022.322803,985.8708018,,,,,,,,,,,,,1052.31957,1164.549875,1052.306995,4,0,4,1,"If I were watching this all unfold I would think this lady did in fact steal the two items. Even though the cashier said that it was a different lady, all the other details add up and it only makes sense that she took the tags off the two items while she was in the dressing room since there are no cameras",4,0,,,,,,,,,,,,,,,M1,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-14_13h59.34.059,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,1052.30682,1022.322861,1177.496698,1164.550803,985.8707337,940.6780239,,,,,,
762348,24,60,5,clear_in,clear_ex,clear_ex,clear_ex,Guilty,"Mrs. Franklin is guilty. Even though they were not able to find the fake company on her computer doesn't mean it wasnt there. There are many ways to hide things on your computer and she probably figured this out. 
",1177.520816,,,Guilty,60,72,,,,,60,,,,,72,1253.087196,1251.170194,,,,,,,,,,,,,1283.08326,1367.260474,1283.071024,5,0,5,7,"Mrs. Franklin is guilty. Even though they were not able to find the fake company on her computer doesn't mean it wasnt there. There are many ways to hide things on your computer and she probably figured this out. 
",5,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-14_13h59.34.059,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1283.070836,1253.087257,1374.006194,1367.261428,1251.170128,1177.507523,,,,,,
762348,19,64,6,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"I am sort of in the middle on this one. The bullet doesnt track back just to mr. anderson. The girl at the party that said she saw a madn across the street through the window was probably drunk so she may have been seeing things. The phone call does make it suspicious since he claimed that he would do something about the party if it didn't get shut down, but also he could have meant he was just going to go knock on the door and yell at them not just go straight to shooting a gun",1374.03054,,,Not Guilty,64,51,,,,,60,,,,,51,1416.414632,1414.703393,,,,,,,,,,,,,1446.413252,1602.020562,1446.400079,6,0,6,4,"I am sort of in the middle on this one. The bullet doesnt track back just to mr. anderson. The girl at the party that said she saw a madn across the street through the window was probably drunk so she may have been seeing things. The phone call does make it suspicious since he claimed that he would do something about the party if it didn't get shut down, but also he could have meant he was just going to go knock on the door and yell at them not just go straight to shooting a gun",6,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-14 13h59.48.665298 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-14_13h59.34.059,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,1446.399901,1416.414684,1615.383614,1602.021505,1414.703329,1374.016443,,,,,,
