participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,piloting,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expVersion,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
072118,,,,,,,,,,,,,,,,,,,,60,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184511,0.0184058,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,31,,5,,,,,,,178.65263299999788,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,A,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-23_08h52.34.817,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,5,5,0,8.150338100000226,8.150342400003865,1,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0394382,0.039424199996574316,,,,,,,,,207.21981189999497,186.8035058999958,186.80343169999833,178.62712229999306
072118,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,240.22038529999554,207.21986809999362,,,,
072118,20,76,0,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,A slightly older woman who is being accused of taking items from a store. She seems innocent at first and like someone who would not typically be accused. ,240.26993849999417,,,Not Guilty,76,25,,,,,60,,,,,25,,311.3714944999956,297.35442249999323,,,,,,,,,,,,,341.3713340999966,483.0905384999933,341.35511199999746,0,0,0,5,A slightly older woman who is being accused of taking items from a store. She seems innocent at first and like someone who would not typically be accused. ,0,0,,,,,,,,,,,,,,,C,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-23_08h52.34.817,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,341.35478769999463,311.3718638999999,510.3910981999943,483.09169409999595,297.3543512,240.2386217999956,,,,,
072118,6,51,1,clear_in,clear_in,clear_ex,clear_in,Guilty,The woman who has been prosecuted is middle aged and seems to have an attitude of stubbornness insisting that she did not steal the items. She is angry and irritated that she has been accused in the first place. The case seems to show she is guilty.,510.4403300999984,,,Guilty,51,67,,,,,60,,,,,67,,590.0413219999973,573.4243423999942,,,,,,,,,,,,,620.0414722999994,769.3937586999964,620.0249502999941,1,0,1,1,The woman who has been prosecuted is middle aged and seems to have an attitude of stubbornness insisting that she did not steal the items. She is angry and irritated that she has been accused in the first place. The case seems to show she is guilty.,1,0,,,,,,,,,,,,,,,M1,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_08h52.34.817,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,1,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,620.0247447000002,590.0413752,790.8281339999958,769.3947117999996,573.4242805999966,510.40935939999326,,,,,,
072118,22,39,2,ambiguous,clear_in,clear_ex,clear_ex,Guilty,"The woman accused is around middleaged. She likely came into the hopital with intent to vist a patient on another floor first  to avoid suspicion. There was a gap between when she was on that floor, and when she left with the baby that isnt accounted for, making it more likey that during this time she took the baby shortly after or before a nurse testified to seeing her on another floor. She quickly leave with the baby to get out as soon as possible.",790.8600222999958,,,Guilty,39,70,,,,,60,,,,,70,,885.9784683999969,873.6615899999961,,,,,,,,,,,,,915.9782979999945,1069.0306889999993,915.9621165,2,0,2,6,"The woman accused is around middleaged. She likely came into the hopital with intent to vist a patient on another floor first  to avoid suspicion. There was a gap between when she was on that floor, and when she left with the baby that isnt accounted for, making it more likey that during this time she took the baby shortly after or before a nurse testified to seeing her on another floor. She quickly leave with the baby to get out as soon as possible.",2,0,,,,,,,,,,,,,,,E,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-23_08h52.34.817,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,1,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,915.9619212999969,885.9785220999984,1080.6315625999996,1069.0316752999934,873.6615176999985,790.8388555999991,,,,,,
072118,30,32,3,clear_in,clear_ex,ambiguous,clear_in,Not Guilty,The man being accused has just been wrapped up in a scenario that he has had nothing to do with. however is getting accused because of potential discriminatory biases or biases based on past situations. He pleads that he has changed and would never do something like that. People are still skeptical and many accuse him as it feels like the easiest clearest explanation and they want someone to blame for the awful crime.,1080.6637417999955,,,Not Guilty,32,44,,,,,60,,,,,44,,1155.1980946999975,1152.3314872999981,,,,,,,,,,,,,1185.1982282999961,1371.9845890999932,1185.1821565999999,3,0,3,9,The man being accused has just been wrapped up in a scenario that he has had nothing to do with. however is getting accused because of potential discriminatory biases or biases based on past situations. He pleads that he has changed and would never do something like that. People are still skeptical and many accuse him as it feels like the easiest clearest explanation and they want someone to blame for the awful crime.,3,0,,,,,,,,,,,,,,,A,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_08h52.34.817,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1185.1819669999968,1155.198152399993,1386.402437699995,1371.985669499998,1152.3314178999935,1080.6416029999964,,,,,,
072118,18,32,4,clear_in,clear_ex,clear_in,clear_in,Guilty,"The convicted man insists that he would never be apart of something like that, however his argument is hardly convincing. He makes up other reasons for being at the rest stop but none that really sound plausable. He insists that he doesnt know or hasnt seen anyone in the van. ",1386.4341000999993,,,Guilty,32,70,,,,,60,,,,,70,,1474.2855140999964,1443.4017057999954,,,,,,,,,,,,,1504.2859236999939,1611.337472399995,1504.269202399999,4,0,4,3,"The convicted man insists that he would never be apart of something like that, however his argument is hardly convincing. He makes up other reasons for being at the rest stop but none that really sound plausable. He insists that he doesnt know or hasnt seen anyone in the van. ",4,0,,,,,,,,,,,,,,,F,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_08h52.34.817,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1504.269007899995,1474.2855703999958,1619.155159599999,1611.3384686999998,1443.4016426999951,1386.4161994999959,,,,,,
072118,28,21,5,clear_ex,clear_in,clear_in,clear_in,Not Guilty,"The convicted man explains a scenario in which he needed the gas can for another reason in the area, and that he used it for something else entirely. The situation still raises immense suspicion, and people still quetsion the validity of his explanation. He explains that he would have no intention nor reason to burn down a building nor kill a homeless man. ",1619.1870307999998,,,Not Guilty,21,49,,,,,60,,,,,49,,1684.2714348999943,1683.2713405999966,,,,,,,,,,,,,1714.271513199994,1835.739981199993,1714.2552650999933,5,0,5,8,"The convicted man explains a scenario in which he needed the gas can for another reason in the area, and that he used it for something else entirely. The situation still raises immense suspicion, and people still quetsion the validity of his explanation. He explains that he would have no intention nor reason to burn down a building nor kill a homeless man. ",5,0,,,,,,,,,,,,,,,A,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-23_08h52.34.817,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,1714.2551060999976,1684.2715152999954,1843.6242599999969,1835.740911899993,1683.2712812999962,1619.1651933999965,,,,,,
072118,2,72,6,ambiguous,clear_ex,clear_in,clear_ex,Not Guilty,"Ms Armstrong is someone who comes across as very sweet in personable. She is slightly older, amd well liked in the community that she lives in. No one would suspect her for any type of crime. She pleads that she left the dress on the rack and points to the video evidence. The dress is missing, however no evidence shows anyone else leaving with it. ",1843.6565104999972,,,Not Guilty,72,30,,,,,60,,,,,30,,1908.7239663999935,1907.7908996999977,,,,,,,,,,,,,1938.7241444999963,2047.692720799998,1938.7077580999976,6,0,6,0,"Ms Armstrong is someone who comes across as very sweet in personable. She is slightly older, amd well liked in the community that she lives in. No one would suspect her for any type of crime. She pleads that she left the dress on the rack and points to the video evidence. The dress is missing, however no evidence shows anyone else leaving with it. ",6,0,,,,,,,,,,,,,,,M3 ,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-23_08h52.34.817,,,Shoplifting,Removing price tags from and hiding an item of clothing.,Concealment of Merchandise ,,,,,,,,1,Truthfulness,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store. ",,,1938.7075762999957,1908.7240192999961,2059.1763716999994,2047.6938068999953,1907.7908399999942,1843.6362459999946,,,,,,
