participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,piloting,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expVersion,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
072118,14,62,7,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,There isnt enough evidence brought up to convict Mr Johnson of the crime. He is frustrated and keeps insisting that he got mixed up in the situation and no clear evidence shows him being the one to hand over the envelope.,2059.2089744999976,,,Not Guilty,62,40,,,,,60,,,,,40,,2095.959950599994,2094.3931192999953,,,,,,,,,,,,,2125.959756899996,2211.928083999999,2125.9432686999935,7,0,7,2,There isnt enough evidence brought up to convict Mr Johnson of the crime. He is frustrated and keeps insisting that he got mixed up in the situation and no clear evidence shows him being the one to hand over the envelope.,7,0,,,,,,,,,,,,,,,F,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-23_08h52.34.817,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,2125.943111099994,2095.9600053999966,2229.3954105999946,2211.9289887999985,2094.3930631999974,2059.187185899995,,,,,,
072118,19,65,8,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,"Mr Anderson is an older man who generallt goes by pretty under the radar. He isnt friends with his neighbors necissarily, however he is generally friendly but more on the reserved side. People dont know much about him, however he doesnt seem like the type to convict a violent crime. ",2229.4277502999976,,,Not Guilty,65,30,,,,,60,,,,,30,,2294.245431,2290.9123519999994,,,,,,,,,,,,,2324.245537099996,2408.397236799996,2324.229451499996,8,0,8,4,"Mr Anderson is an older man who generallt goes by pretty under the radar. He isnt friends with his neighbors necissarily, however he is generally friendly but more on the reserved side. People dont know much about him, however he doesnt seem like the type to convict a violent crime. ",8,0,,,,,,,,,,,,,,,E,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-23_08h52.34.817,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,2324.2292818999995,2294.2454875999974,2419.6976934999984,2408.3982002999983,2290.912270899993,2229.405928799999,,,,,,
072118,24,61,9,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,Ms Franklin explains that she doesnt have a reason to invest in this fake buisness and that she knows what its like to struggle with morgage so she would never harm someone else. She generally seems like a kind person who would not be part of any sort of crime.,2419.730064599993,,,Not Guilty,61,28,,,,,60,,,,,28,,2465.464157299997,2464.7974067999894,,,,,,,,,,,,,2495.4643514999916,2572.8655393999943,2495.447658,9,0,9,7,Ms Franklin explains that she doesnt have a reason to invest in this fake buisness and that she knows what its like to struggle with morgage so she would never harm someone else. She generally seems like a kind person who would not be part of any sort of crime.,9,0,,,,,,,,,,,,,,,C,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-23_08h52.34.817,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,2495.4474820999894,2465.4642100999918,2580.6331363999925,2572.8665136999916,2464.7973373999994,2419.708533099998,,,,,,
072118,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,2589.9486924999946,2580.633242600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,0,,,,,,,2589.9820558999927,2,2,,,,,,,,60,,,,,,,,,0,0,0,0,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2610.982432799996,2589.967340000003,2626.9330632999918,2610.9938556999987,"The exact contour of face, head, shoulders and body.",,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,1,,,,,,,2626.949067499998,2,2,,,,,,,,60,,,,,,,,,1,0,1,1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2626.933161599998,2626.933149699995,2634.333447600002,2626.9383039999957,"Characteristic poses of head, attitudes of body, etc.",,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,2,,,,,,,2634.349368299998,1,1,,,,,,,,60,,,,,,,,,2,0,2,2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2634.333539,2634.333527099996,2642.367391,2634.338296499991,"The precise carriage, length of step, etc., in walking.",,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,3,,,,,,,2642.382588,2,2,,,,,,,,60,,,,,,,,,3,0,3,3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye,2642.3674858000013,2642.3674739999988,2647.1836322000017,2642.3709626999917,The different colors worn in some familiar clothes.,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,4,,,,,,,2647.199309,3,3,,,,,,,,60,,,,,,,,,4,0,4,4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2655.9331447000004,2647.1884068999934,2666.366999299993,2655.9376638999966,The sun is rising above the horizon into a hazy sky.,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,5,,,,,,,2666.3832250999985,1,1,,,,,,,,60,,,,,,,,,5,0,5,5,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2666.3670928999927,2666.367080600001,2681.933707899996,2666.3686852999963,The sky clears and surrounds the sun with blueness.,,,,,,,,,,,5,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,6,,,,,,,2681.9499183000007,1,1,,,,,,,,60,,,,,,,,,6,0,6,6,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2681.933801799998,2681.9337899999955,2688.317055899999,2681.9365641999902,"Clouds. A storm blows up, with flashes of lightning.",,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,7,,,,,,,2688.3335231999954,1,1,,,,,,,,60,,,,,,,,,7,0,7,7,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,2688.3171631000005,2688.317150399991,2696.083859899998,2688.3186404000007,A rainbow appears.,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,8,,,,,,,2696.1001435999933,2,2,,,,,,,,60,,,,,,,,,8,0,8,8,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2707.4502095999924,2696.0862154999922,2727.0343293999904,2707.4524868000008,The overall appearance of the shop from the opposite side of the road.,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,9,,,,,,,2727.0503559999925,1,1,,,,,,,,60,,,,,,,,,9,0,9,9,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2727.034438,2727.0344226000016,2733.1009440999915,2727.0364775999915,"A window display including colors, shapes, and details of the door.",,,,,,,,,,,9,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,10,,,,,,,2733.1171562999953,1,1,,,,,,,,60,,,,,,,,,10,0,10,10,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2733.1010502999998,2733.1010384999972,2736.6177566999977,2733.1050066000025,"You are near the entrance. The color, shape, and details of individual items for sale.",,,,,,,,,,,10,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,11,,,,,,,2736.6337532999896,1,1,,,,,,,,60,,,,,,,,,11,0,11,11,Think of the front of a shop which you often go to. Consider the picture that comes before  your mind's eye.,2736.6178561999986,2736.617844399996,2743.3346901999903,2736.621352599992,You enter the shop and go to the counter. The counter assistant serves you. Money changes hands.,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,12,,,,,,,2743.3504294000013,1,1,,,,,,,,60,,,,,,,,,12,0,12,12,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",2750.9842353999993,2743.337708399995,2755.3179598999996,2750.9860903999943,The contours of the landscape.,,,,,,,,,,,12,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,13,,,,,,,2755.334086799994,1,1,,,,,,,,60,,,,,,,,,13,0,13,13,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",2755.3180909999937,2755.318075000003,2766.9017370999936,2755.3196572000015,The color and shape of the trees.,,,,,,,,,,,13,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,14,,,,,,,2766.917685399996,1,1,,,,,,,,60,,,,,,,,,14,0,14,14,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",2766.9018380999914,2766.901825699999,2773.1352589000016,2766.9033939999936,The color and shape of the lake.,,,,,,,,,,,14,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,15,,,,,,,2773.150762099991,1,1,,,,,,,,60,,,,,,,,,15,0,15,15,"Think of a country scene which involves trees, mountains, and a lake. Consider the picture that comes before your mind's eye.",2773.1353718000028,2773.1353565000027,2777.8852577999933,2773.137215900002,A strong wind blows on the trees and on the lake causing waves.,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
072118,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788.6180143999954,2777.8853658000007,,,,,,,,,,,,,,,,2026.1.3,,,,,,,2026-04-23 08h52.38.016704 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-23_08h52.34.817,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
