participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
170805,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1068991,0.1068476,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-15_09h55.50.363,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
170805,31,,5,,,,,,,115.3742948,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-15_09h55.50.363,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,5,5,0,2.9582324,2.9582367,0,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.1170825,0.117068,,,,,,,,,121.846169,118.3329613,118.3329007,115.3582281
170805,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-15_09h55.50.363,,,,,,,,,,,,,0,,,,,,,,,,,132.0986313,121.8462494,,,,
170805,14,74,0,clear_ex,ambiguous,clear_in,clear_in,Guilty,"1. DNA that didnt belong to mr jsckson 
2. Mr Jackson recently sold sailboat for 43,000 dollars
3. Mr Jackson has failed to pay recent taxes
4. Mr Jackson was seen with an envelope exactly like the one from the case",132.1318692,,,Guilty,74,67,,,,,60,,,,,67,173.7592867,163.6176992,,,,,,,,,,,,,203.7597915,291.175465,203.7504819,0,0,0,2,"1. DNA that didnt belong to mr jsckson 
2. Mr Jackson recently sold sailboat for 43,000 dollars
3. Mr Jackson has failed to pay recent taxes
4. Mr Jackson was seen with an envelope exactly like the one from the case",0,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-15_09h55.50.363,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,0,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,203.7491635,173.7596571,312.057374,291.1767668,163.6176362,132.1200104,,,,,,
170805,6,84,1,clear_in,clear_in,clear_ex,clear_in,Guilty,"1. Her coworker said sher is prone to theft
2. Tags with her DNA found in changing room
3. Police fouind recipet with the three items bought from time of crime
4. Cashier at store said that it was not her ",312.0863026,,,Guilty,84,75,,,,,60,,,,,75,363.8045137,363.4210676,,,,,,,,,,,,,393.8019592,453.8286623,393.7941623,1,0,1,1,"1. Her coworker said sher is prone to theft
2. Tags with her DNA found in changing room
3. Police fouind recipet with the three items bought from time of crime
4. Cashier at store said that it was not her ",1,0,,,,,,,,,,,,,,,M1,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-15_09h55.50.363,,,Burglary & theft,Shoplifting clothing.,Larceny misdemeanor,,,,,,,,0,Propensity,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",,,393.7938701,363.8045605,461.5487369,453.8296754,363.4210073,312.0727807,,,,,,
170805,22,60,2,ambiguous,clear_in,clear_ex,clear_ex,Not Guilty,"1. Security footage shows her leaving hospital with a baby
2. her dna was found in a bathroom nmear emergency exit doors
3. a nurse said that they saw her visiting someone on a different floor at the time ther alert was out
4. a community leader testified and said that she is a very truthful person",461.5731557,,,Not Guilty,60,50,,,,,60,,,,,50,524.3299581,524.1793046,,,,,,,,,,,,,554.3313004,628.635771,554.31907,2,0,2,6,"1. Security footage shows her leaving hospital with a baby
2. her dna was found in a bathroom nmear emergency exit doors
3. a nurse said that they saw her visiting someone on a different floor at the time ther alert was out
4. a community leader testified and said that she is a very truthful person",2,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Artemis,2026-04-15_09h55.50.363,,,"Assault, kidnapping",Kidnapping a newborn.,Kidnapping 2nd degree,,,,,,,,0,Truthfulness,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,,,554.3188718,524.3300019,638.6659809,628.6366564,524.1792465,461.5590245,,,,,,
170805,20,25,3,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"1. his preist said that he is known for honesty within the church community
2. A woman from the store saiod she thinks he might have missed a few items when bagging and scanning
3. none of the recovered items have his dna on them
4. security footsage shows no evidence of him not scanning or clicking his keys after outting items in bags",638.6899076,,,Not Guilty,25,9,,,,,60,,,,,9,711.1229097,710.6591204,,,,,,,,,,,,,741.1233028,840.8095716,741.1113142,3,0,3,5,"1. his preist said that he is known for honesty within the church community
2. A woman from the store saiod she thinks he might have missed a few items when bagging and scanning
3. none of the recovered items have his dna on them
4. security footsage shows no evidence of him not scanning or clicking his keys after outting items in bags",3,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-15_09h55.50.363,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,0,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,741.110878,711.1229574,849.9378164,840.8105419,710.6590558,638.6766203,,,,,
170805,30,67,4,clear_in,clear_ex,ambiguous,clear_in,Guilty,"1. A pedestrain who was knocked over said she couldnt tell if it was him driving the car or not
2. pictuires on his phone suggest he was a t a bar two miles away at the time
3. dna palm print found on the door of the car
4. he was convicted 5 yearsd earlier for threatening construction workers ",849.9576424,,,Guilty,67,80,,,,,60,,,,,80,908.4097563,907.7389366,,,,,,,,,,,,,938.4120888,1016.530341,938.3996035,4,0,4,9,"1. A pedestrain who was knocked over said she couldnt tell if it was him driving the car or not
2. pictuires on his phone suggest he was a t a bar two miles away at the time
3. dna palm print found on the door of the car
4. he was convicted 5 yearsd earlier for threatening construction workers ",4,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-15_09h55.50.363,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,0,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,938.3994248,908.4098142,1024.401113,1016.531248,907.7388648,849.9476915,,,,,,
170805,24,53,5,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,"1. his employeer says that he is an honest person
2. an insurance agent said he saw many other people in the office but never mr franklin
3. his fingerprint was found on a collection noitce
4. her com,puter showed clean records and no connection to the fake company",1024.429533,,,Not Guilty,53,44,,,,,60,,,,,44,1030.554422,1030.416901,,,,,,,,,,,,,1060.546652,1189.337913,1060.5386,5,0,5,7,"1. his employeer says that he is an honest person
2. an insurance agent said he saw many other people in the office but never mr franklin
3. his fingerprint was found on a collection noitce
4. her com,puter showed clean records and no connection to the fake company",5,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-15_09h55.50.363,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,0,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1060.53836,1030.554468,1193.958722,1189.338849,1030.416838,1024.411981,,,,,,
170805,18,58,6,clear_in,clear_ex,clear_in,clear_in,Guilty,"1. dna of his on a soda can that was dropped from a van of immigrants at a rest stop when police puled up next to it
]2. he was convicted of forgery becuase of fake indetification
3. neither cell phone or computer show any connection to mexico
4. a woman said she saw a man handing an envelope to the driver of the van",1193.987209,,,Guilty,58,61,,,,,60,,,,,61,1200.512891,1200.396276,,,,,,,,,,,,,1230.509959,1327.005252,1230.498576,6,0,6,3,"1. dna of his on a soda can that was dropped from a van of immigrants at a rest stop when police puled up next to it
]2. he was convicted of forgery becuase of fake indetification
3. neither cell phone or computer show any connection to mexico
4. a woman said she saw a man handing an envelope to the driver of the van",6,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-15 10h06.40.145132 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-15_09h55.50.363,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,0,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,1230.498405,1200.512938,1341.441551,1327.00621,1200.396213,1193.971091,,,,,,
