participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
53558,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0470026,0.0469509,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-13_10h04.36.374,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
53558,31,,6,,,,,,,84.5584284,,,,,,,,,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,30,0,30,30,,,,,Pate,2026-04-13_10h04.36.374,,,Homicide,Firing a gun into a public event and killing five people.,Murder 1st - 5 counts,TRUE,0,6,6,0,2.8352878,2.8352931,1,Propensity,"Axel Watson is charged with firing multiple rounds from assault rifles into a crowded downtown crafts festival and concert. The Prosecution alleges Mr. Watson used a false identity online to book a fourth-floor hotel room, checked in, waited for the park below his window to fill up, and then fired from his window, killing five and wounding four others.",0.0566076,0.0565932,,,,,,,,,93.2837154,87.3949157,87.3941255,84.5425432
53558,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,,2026-04-13_10h04.36.374,,,,,,,,,,,,,1,,,,,,,,,,,111.8455911,93.2837723,,,,
53558,28,91,0,clear_ex,clear_in,clear_in,clear_in,Guilty,"I o,agome Mohammad did buy a tank of gasoline and buirned the building on fire. I think he tried to plea not guilty but there were too many coincidences. Arson is a serious crime but murder is more extreme and I believe he got charged as guilty. I think Mphammad [robably tried to act the part of innocent but his lack of good character effects the actual effect that played.",111.8745428,,,Guilty,91,67,,,,,60,,,,,67,150.5964472,140.2962594,,,,,,,,,,,,,180.5984951,308.1135082,180.5862441,0,0,0,8,"I o,agome Mohammad did buy a tank of gasoline and buirned the building on fire. I think he tried to plea not guilty but there were too many coincidences. Arson is a serious crime but murder is more extreme and I believe he got charged as guilty. I think Mphammad [robably tried to act the part of innocent but his lack of good character effects the actual effect that played.",0,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_10h04.36.374,,,Homicide,Killing someone by burning down a building.,Felony Murder,,,,,,,,1,Propensity,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire. ",,,180.5859121,150.5968604,323.1217962,308.1146643,140.296204,111.8602355,,,,,,
53558,18,61,1,clear_in,clear_ex,clear_in,clear_in,Guilty,I believe Mr Johnson already has the background of falsifying documents so he probably used that to go down another slippery slope of crime. Travelling with a big group of vulnerable immigrants seems suspsicious and wrong. HE does not seem like the prime leader of the human trafficking seem but it seems like he got roped into it and he is guilty in my opinion.,323.1546124,,,Guilty,61,66,,,,,60,,,,,66,383.3022783,373.0647271,,,,,,,,,,,,,413.2959211,523.2107547,413.2878212,1,0,1,3,I believe Mr Johnson already has the background of falsifying documents so he probably used that to go down another slippery slope of crime. Travelling with a big group of vulnerable immigrants seems suspsicious and wrong. HE does not seem like the prime leader of the human trafficking seem but it seems like he got roped into it and he is guilty in my opinion.,1,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_10h04.36.374,,,"Assault,kidnapping ",Human trafficking.,Human Trafficking,,,,,,,,1,Truthfulness,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico. ",,,413.2876404,383.3023322,535.9616667,523.2117326,373.0646642,323.14097,,,,,,
53558,14,62,2,clear_ex,ambiguous,clear_in,clear_in,Not Guilty,I don't know if I believe he is guilty beyond a reasonable doubt. If he has failed to pay his taxes he might be in a hard financial situation and that is why he sold his boat. Though it is pretty suspicious the sum of money that was exchanged. On the other hand though there was other fingerprints that did not connect to him and things may not be what they appear,535.9854899,,,Not Guilty,62,37,,,,,60,,,,,37,599.1756563,598.0953078,,,,,,,,,,,,,629.1721433,742.2289055,629.1640502,2,0,2,2,I don't know if I believe he is guilty beyond a reasonable doubt. If he has failed to pay his taxes he might be in a hard financial situation and that is why he sold his boat. Though it is pretty suspicious the sum of money that was exchanged. On the other hand though there was other fingerprints that did not connect to him and things may not be what they appear,2,0,,,,,,,,,,,,,,,F,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,????,2026-04-13_10h04.36.374,,,Fraud & bribery,Bribing a public official.,Bribery of Public Official,,,,,,,,1,Propensity,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",,,629.1638719,599.1757068,753.8910464,742.2299869,598.0952365,535.9717682,,,,,,
53558,20,67,3,clear_ex,clear_ex,clear_in,clear_ex,Not Guilty,"I don't think she is guilty of this crime, all her testimonials were with great colors and she doesn't have any hard proof other than what somoeone thoutght they saw. Her fingerprints or character don't match the crimes. ",753.9152816,,,Not Guilty,67,7,,,,,60,,,,,7,807.9267691,806.8380388,,,,,,,,,,,,,837.9233049,919.1798376,837.9113401,3,0,3,5,"I don't think she is guilty of this crime, all her testimonials were with great colors and she doesn't have any hard proof other than what somoeone thoutght they saw. Her fingerprints or character don't match the crimes. ",3,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,Don,2026-04-13_10h04.36.374,,,Burglary & theft,Stealing from their workplace by taking items without charging for them.,Embezzlement,,,,,,,,1,Propensity,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by freebagging", bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.,,,837.9108145,807.9268182,927.7846194,919.1813064,806.8379787,753.9015686,,,,,
53558,19,46,4,clear_ex,clear_in,clear_ex,clear_ex,Not Guilty,I don't believe he shot the gun. If there were reports of someone across the street lying and waiting he was most likely ann oyed with the noise and wanted the party to end so they thought irrationaly and stopped the noise by causing chaos. Especially sinve the 911 cal seemed aggrivated over his party. I do not belikeve he is guilty.,927.8127494,,,Not Guilty,46,24,,,,,60,,,,,24,967.3517584,966.4878489,,,,,,,,,,,,,997.3480409,1090.415579,997.3362193,4,0,4,4,I don't believe he shot the gun. If there were reports of someone across the street lying and waiting he was most likely ann oyed with the noise and wanted the party to end so they thought irrationaly and stopped the noise by causing chaos. Especially sinve the 911 cal seemed aggrivated over his party. I do not belikeve he is guilty.,4,0,,,,,,,,,,,,,,,E,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,???,2026-04-13_10h04.36.374,,,"Assault, kidnapping",Firing a gun into a party and injuring two people.,Discharge weapon into occupied property,,,,,,,,1,Propensity,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass. ",,,997.3356517,967.3518069,1097.145427,1090.416476,966.4877883,927.7971043,,,,,,
53558,24,48,5,clear_in,clear_ex,clear_ex,clear_ex,Not Guilty,I believe she is not guilty and if someone made a fraudulent business then they would probably be able to frame another business owner. IF she was never seen or heard of then there is no real accounts pointing to her and the documents don't include anything about her.,1097.16969,,,Not Guilty,48,29,,,,,60,,,,,29,1158.665047,1158.101099,,,,,,,,,,,,,1188.661581,1265.508093,1188.648973,5,0,5,7,I believe she is not guilty and if someone made a fraudulent business then they would probably be able to frame another business owner. IF she was never seen or heard of then there is no real accounts pointing to her and the documents don't include anything about her.,5,0,,,,,,,,,,,,,,,C,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_10h04.36.374,,,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,False Pretenses $100K+,,,,,,,,1,Propensity,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments. ",,,1188.648806,1158.665099,1272.833199,1265.509017,1158.10104,1097.155885,,,,,,
53558,30,67,6,clear_in,clear_ex,ambiguous,clear_in,Guilty,"I think he was driving under the infuence and killed an innocent life of a 7 year olf. HE we nt to go get wine and want thinking rationally an then he started driving horribly and hurt others and he is guilty
",1272.857456,,,Guilty,67,86,,,,,60,,,,,86,1318.956219,1317.255099,,,,,,,,,,,,,1348.956898,1437.086793,1348.944201,6,0,6,9,"I think he was driving under the infuence and killed an innocent life of a 7 year olf. HE we nt to go get wine and want thinking rationally an then he started driving horribly and hurt others and he is guilty
",6,0,,,,,,,,,,,,,,,A,,,2024.2.4,,,,,,2026-04-13 10h04.48.485941 -0600,JurorPsychopyTest,,,,,,,,,Pate,2026-04-13_10h04.36.374,,,Homicide,Driving an SUV into a crowd and killing four people.,Murder 1st - 4 counts,,,,,,,,1,Truthfulness,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",,,1348.944041,1318.956287,1445.487595,1437.087712,1317.25504,1272.84379,,,,,,
