"scenario","type","valence","mean","sd"
8,"witness","ambiguous",-0.234946609595509,0.185127856155622
8,"witness","inculpatory",1.26392258475928,0.219408565859034
8,"character","exculpatory",-0.239480592391812,0.179478304880397
8,"character","inculpatory",0.653270463804435,0.219790634485084
9,"physical","exculpatory",-1.15897482156946,0.264849965275394
9,"physical","ambiguous",0.0159655860643199,0.30042639564489
9,"physical","inculpatory",2.71803070525841,0.327907394892384
9,"document","exculpatory",-0.955095078966222,0.27838482297209
9,"document","ambiguous",0.184049338597823,0.292544073045831
9,"document","inculpatory",1.70077066258016,0.32549756493781
9,"witness","exculpatory",-0.917232805051961,0.244623575013385
9,"witness","ambiguous",-0.254775250049194,0.199678706025588
9,"witness","inculpatory",1.64912303153146,0.293951648102455
9,"character","exculpatory",-0.367148398239964,0.148990369815317
9,"character","inculpatory",0.668432499113531,0.210947422998564
10,"physical","exculpatory",-1.09726963676923,0.274795506854416
10,"physical","ambiguous",1.01184445419959,0.343357760447735
10,"physical","inculpatory",1.84170662790691,0.31670907863038
10,"document","exculpatory",-1.40066115351751,0.301676192997334
10,"document","ambiguous",0.751471285492429,0.293260995660937
10,"document","inculpatory",1.57980779900208,0.3229524899128
10,"witness","exculpatory",-0.613070292551405,0.232735008154581
10,"witness","ambiguous",0.00614851351516609,0.211914581927394
10,"witness","inculpatory",1.42297814384257,0.228363985951513
10,"character","exculpatory",-0.453710407678792,0.180308010394707
10,"character","inculpatory",1.10778816541504,0.254316788694358
11,"physical","exculpatory",-1.56207279734767,0.306229145998283
11,"physical","ambiguous",0.5258826675895,0.296798984641343
11,"physical","inculpatory",3.23327153315047,0.379396781290451
11,"document","exculpatory",-0.844671562147891,0.28753264601056
11,"document","ambiguous",0.0230010323387266,0.286576328603198
11,"document","inculpatory",1.39937921207147,0.30289619478085
11,"witness","exculpatory",-0.667348728704207,0.242047118023691
11,"witness","ambiguous",-0.214357943597762,0.176802370082251
11,"witness","inculpatory",1.27824660410014,0.21161110664221
11,"character","exculpatory",-0.317090726785619,0.141736427015004
11,"character","inculpatory",0.597912852638351,0.231240347121085
12,"physical","exculpatory",-1.04665411363859,0.265805871346403
12,"physical","ambiguous",0.0116970889725255,0.288019581911009
12,"physical","inculpatory",2.26794203374675,0.321546739421574
12,"document","exculpatory",-0.941735928299287,0.269983377838253
12,"document","ambiguous",0.542469324393068,0.281467021177952
12,"document","inculpatory",1.45715667263647,0.301721732798341
12,"witness","exculpatory",-0.861535599658349,0.238086449812043
12,"witness","ambiguous",-0.130184742535294,0.174252068504299
12,"witness","inculpatory",1.16496426648083,0.233375617913451
12,"character","exculpatory",-0.338657617775614,0.145366120685723
12,"character","inculpatory",0.686181080687028,0.220469486989378
