source_file,setUpRoutine.started,setUpRoutine.stopped,participant,condition,date,expName,psychopyVersion,OS,frameRate,appendEvidence.started,appendEvidence.stopped,Introduction1.started,Introduction1.stopped,infiniteLoop.thisRepN,infiniteLoop.thisTrialN,infiniteLoop.thisN,infiniteLoop.thisIndex,infiniteLoop.ran,evidenceCategory,Scenerio.started,Scenerio.stopped,physical,document,witness,character,continueScenerioButton.keys,continueScenerioButton.rt,continueScenerioButton.duration,Instructions.started,Instructions.stopped,instructionContinue.keys,instructionContinue.rt,instructionContinue.duration,waitThirty.started,waitThirty.stopped,waitThirtyContinueButton.numClicks,waitThirtyContinueButton.timesOn,waitThirtyContinueButton.timesOff,userResponse.started,userResponse.stopped,responseTextBox.text,userResponseContinue.numClicks,userResponseContinue.timesOn,userResponseContinue.timesOff,Survey.started,Survey.stopped,rating.response,recall.response,know.response,realrate.response,verdict.response,surveyNext.numClicks,surveyNext.timesOn,surveyNext.timesOff,knowledgeChecked,knowledgeCheck.started,knowledgeCheck.stopped,knowledgeCheckSuccess,knowledgeCheckResponseSlider.response,knowledgeCheckNext.numClicks,knowledgeCheckNext.timesOn,knowledgeCheckNext.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rank,severity,crime,crimeType,crimeDescription,baseScenerio,physicalInc,physicalExc,physicalAmb,documentInc,documentExc,documentAmb,witnessInc,witnessExc,witnessAmb,characterInc,characterExc,characterVirtue,draftedBy,recallKnowledgeCheck.started,recallKnowledgeCheck.stopped,recallResponseTextBox.text,recallResponseContinue.numClicks,recallResponseContinue.timesOn,recallResponseContinue.timesOff,filename,file_timestamp,participant_unique
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,819.6615,849.8406,clear_in,ambiguous,clear_in,none,right,30.1715,NA,849.8407,860.8734,right,11.0211,NA,860.8753,906.4065,1,[23.451000000000022],[23.451000000000022],906.4079,1049.622,"Montel Juval was accused of driving a rented SUV into a crowd of shoppers and tourists on a peddstrian walkway. Prosecutors said that he sped for about a mile, swerving to hit people. This resulted in the deaths of three adults and a 7-year-old boy. Evidence included a palm print on the driver's door that matched Juval. A tourist witnessed identified him in a police lineup.",1,[1049.7280999999978],[1049.7281999999993],1049.6239,1101.3863,97,83,83,93,Guilty,1,[5.6826999999991585],[5.6826999999991585],False,1101.3868,1101.3885,None,NA,0,[],[],0,2,2,9,1,30,A,Murder 1st - 4 counts,Homicide,Driving an SUV into a crowd and killing four people.,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",An expert testified that a palm print from the driver’s door matches Mr. Juval.,An expert testified that none of the fingerprints in the SUV match Mr. Juval.,An expert testified there are not enough similarities between Mr. Juval’s palm print and a palm print on the SUV’s door for a conclusive match.,"An expert testified that Mr. Juval’s computer had a map of the mall with a note, “No place to hide.”",Selfies on Mr. Juval’s phone show he was at a wine bar two miles away when the SUV drove onto the walkway.,Mr. Juval’s computer contains a map of the walkway with shopping hours and driving directions to the entrance.,A tourist who was knocked over by the fleeing driver identified Mr. Juval in a police lineup.,A tourist who was knocked over by the fleeing driver says it was not Mr. Juval.,A tourist who was knocked over by the fleeing driver said maybe it was Mr. Juval but it could have been someone else.,Mr. Juval was convicted five years ago for threatening workers at a construction site in his neighborhood.,A shopkeeper in Mr. Juval’s neighborhood testified that Mr. Juval has a good reputation for telling the truth.,Truthfulness,Pate,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1101.3908,1112.7038,ambiguous,clear_ex,ambiguous,clear_in,right,11.3037,NA,1112.7038,1126.5691,right,13.8564,NA,1126.5706,1158.5528,1,[1.9998999999984335],[1.9998999999984335],1158.5538,1288.0345,"Tyrone Jackson was accused of bribing a official by giving him $50,000 in cash to influence a zoning vote. A clerk said that the man who handed the envelope might have been Jackson but was not sure. HIs bank records showed no unusual withdrawals and DNA from the envelope only partly matched his finger. He also had a past conviction for failing to pay taxes.",1,[1288.140799999997],[1288.140799999997],1288.0361,1327.9663,34,20,47,71,Not Guilty,1,[1.2997999999970489],[1.2998999999986154],Evidence,1327.9691,1365.1167,True,0,1,[1.9661999999991622],[1.9661999999991622],0,3,3,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1365.1194,1379.8828,ambiguous,ambiguous,clear_in,clear_ex,right,14.762,NA,1379.8828,1391.3663,right,11.479,NA,1391.3678,1423.1993,1,[1.8335999999976593],[1.8335999999976593],1423.2005,1575.7308,"Michael Anderson was accused of shooting out of his window into a crowded party next door, injuring 2 people. A neighbor testified that he was known for being non-violent. Bullets found nearby were the same caliber as his gun but without a definite match. A woman at the party claimed she saw someone that she believed was Anderson shooting. 911 records showed a call from an unknown phone saying, 'if you don'tdo something about this party, i will.",1,[1575.8371999999993],[1575.8371999999993],1575.7323,1627.2301,62,62,66,86,Not Guilty,1,[9.316699999999173],[9.316699999999173],Scenerio,1627.2332,1636.7952,True,0,1,[1.2164999999999964],[1.2164999999999964],0,4,4,4,1,19,E,Discharge weapon into occupied property,"Assault, kidnapping",Firing a gun into a party and injuring two people.,"Michael Anderson is charged with shooting out of his window late at night into a crowded loud party next door, injuring two people when a bullet shattered a beer bottle and sprayed glass.",Markings on bullets recovered from the neighbor’s yard match bullets test-fired from Mr. Anderson’s gun.,Markings on bullets in the neighbor’s yard do not match bullets test-fired from Mr. Anderson’s only gun.,"Markings on bullets later found in in the neighbor’s yard are the same caliber as a gun owned by Mr. Anderson, but the bullets were too damaged for a definite match.","911 recorded a caller from Mr. Anderson’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a caller from a different neighbor’s phone telling the operator, “If you don’t do something about the party, I will.”","911 recorded a call from a phone with no caller ID, telling the operator, “If you don’t do something about his party, I will.”",A woman at the party says she saw someone she later identified as Mr. Anderson shooting from a window in his house.,A woman at the party says she saw someone with a gun at an open window in a house across the street from Mr. Anderson’s house.,An eyewitness says she could not tell whether the shots came from Mr. Anderson’s house or the house across the street.,A neighbor testified that Mr. Anderson has a reputation for being violent.,A neighbor testified that Mr. Anderson has a reputation for non-violence.,Propensity,???,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1636.7975,1653.4076,ambiguous,ambiguous,none,clear_in,right,16.6073,NA,1653.4077,1663.0247,right,9.6064,NA,1663.0264,1695.1904,1,[2.1660000000001673],[2.1660000000001673],1695.1914,1793.6575,"Patty Garcia was accused of kidnapping a newborn from a hospital by pretending to be a hospital worker. DNA from nearby bathroom matched her DNA. Security cameras showed a woman putting a baby into a car, but the image was unclear. She had a past conviction for attempted carjacking.",1,[1793.7635999999977],[1793.7635999999977],1793.6592,1852.0055,51,60,64,86,Not Guilty,1,[5.800300000000789],[5.800300000000789],Evidence,1852.009,1862.3886,True,0,1,[4.467099999997572],[4.467099999997572],0,5,5,6,1,22,E,Kidnapping 2nd degree,"Assault, kidnapping",Kidnapping a newborn.,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,A crime lab analyst testified that the newborn’s DNA was found in Ms. Garcia’s home.,"A crime lab analysis showed that no DNA from the mother’s hospital room matches Ms. Garcia’s, and there was no DNA from the baby in Ms. Garcia’s home or car.",Ms. Garcia’s DNA matched DNA from a bathroom near the hospital’s emergency room doors.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital with a baby in her arms.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital empty handed while the mother was sleeping.,"Hospital security cameras show a woman loading a baby into a car’s back seat, but neither the driver nor the license number are clear.",A patient smoking near the hospital’s back exit door testified to seeing a woman he identified as Ms. Garcia leave the hospital with a crying baby.,A nurse testified she saw Ms. Garcia visiting a patient on a different floor when the alarm alerted nurses staff that a baby had been taken from the maternity floor.,"The attendant who raised the hospital parking gate for Ms. Garcia to leave testified that what looked like a baby carrier was in the back seat, but could not see if it held a baby.",Ms. Garcia was previously convicted for attempted carjacking.,A prominent leader in the community has testified that his opinion of Ms. Garcia after knowing her for years is that she is a very truthful person.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,1862.3909,1871.6886,clear_in,ambiguous,clear_in,none,right,9.2932,NA,1871.6887,1894.1214,right,22.4234,NA,1894.1233,1926.1212,1,[2.0008000000007087],[2.0008000000007087],1926.1225,2018.7035,"Mohammed Farooqi was accused of burning down a building, causing a man's death. A receipt for gas was noted in his home, but it had no date.His fingerprints matched ones found on the burned building's door. A witness said that she saw him whith a gas can near the building before the fire.",1,[2018.8095],[2018.8095],2018.705,2076.2348,80,64,64,88,Guilty,1,[0.8333000000011452],[0.833400000002257],False,2076.2372,2076.2393,None,NA,0,[],[],0,6,6,8,1,28,A,Felony Murder,Homicide,Killing someone by burning down a building.,"Mohammed Farooqi is charged with first degree murder. The prosecution alleges he was hired to burn down a building, which he did at 1:00 A.M. on March 11. A homeless man sleeping in the building was killed in the fire.",An expert said that two fingerprints on the burned building’s rear door match Mr. Farooqui’s.,An expert testified that no fingerprints at the scene matched Mr. Farooqui’s.,"An expert said that a partial fingerprint on the building’s rear door might be Mr. Farooqui’s, but there were not enough similarities to be sure.",A receipt was found in Mr. Farooqui’s home for a five-gallon gas can of the same kind found in the fire’s debris.,"Two receipts for drinks from a bar on the night of the fire were found in Mr. Farooqui's apartment. One was from before the fire was set, and the other from after the fire was set.","A receipt was found in Mr. Farooqui’s home for five gallons of gas, but there’s no date on the receipt.",An eyewitness said that she saw someone she later identified as Mr. Farooqui carrying a gas can near the building shortly before the fire.,An eyewitness said he saw Mr. Farooqui in a bar from before until after the time the fire was set.,"An eyewitness saw someone who might have been Mr. Farooqui with a gas can near the building just before the fire, but cannot be sure it was Mr. Farooqui.",Mr. Farooqui's former employer testified that in his opinion Mr. Farooqui was not a law-abiding person.,Mr. Farooqui’s long-time employer testified to his excellent character for being law-abiding.,Propensity,Don,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2076.2412,2088.6183,ambiguous,ambiguous,none,clear_ex,right,12.372,NA,2088.6183,2097.4689,right,8.8416,NA,2097.4706,2140.3183,1,[13.800100000001294],[13.800100000001294],2140.3197,2259.0513,"Darrell Johnson is accused of human trafficking. He allegedly rexruited workers from Mexico with false job promises and had them driven to other traffickers. The victims were formced to work long hours with threats.. His phone records shwo frequent calls to Mexico, and DNA from a soda can might match his. A social worker said that he has a good reputation for honesty.",1,[2259.1575999999977],[2259.1575999999977],2259.0531,2310.1327,63,59,59,88,Not Guilty,1,[4.267499999999927],[4.267499999999927],Scenerio,2310.1358,2322.5482,True,1,1,[8.133399999998346],[8.133399999998346],0,7,7,3,1,18,F,Human Trafficking,"Assault,kidnapping",Human trafficking.,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico.",DNA matching Mr. Johnson’s was found on a soda can dropped in a rest stop from a van carrying immigrants that drove off as a state trooper pulled up next to it.,"DNA and fingerprints in the van that carried the victims to the traffickers match the victims, but none, including those on the steering wheel, match Mr. Johnston.",Partly degraded DNA from a soda can dropped when state troopers approached a van carrying immigrants might possibly match Mr. Johnson’s DNA.,"Mr. Johnson’s cell phone contains a text to a phone number in Mexico, reading: “Need new fish. $$$ for quick turnaround. Usual drop.”","Neither Mr. Johnson’s cell phone nor computer shows voice calls, texts, or emails to Mexico.",Mr. Johnson’s cell phone shows frequent texts and voice calls to Mexico over the last 5 years.,A woman testified that Mr. Johnson is the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,A woman testified Mr. Johnson is not the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,A woman testified that she’s not sure whether Mr. Johnson is the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,Mr. Johnson was previously convicted of forgery for selling false identification documents.,A local social-services agencyworker testified that Mr. Johnson has a reputation for truthfulness.,Truthfulness,Pate,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2322.5508,2331.2484,ambiguous,ambiguous,clear_ex,none,right,8.6931,NA,2331.2484,2339.498,right,8.239,NA,2339.4999,2376.1819,1,[16.100200000003042],[16.100200000003042],2376.1829,2506.0147,"Wendy Armstrong is accused of hiding a $1,200 dress in her purse at a department store. A video shows her entering the fitting room with several dresses and leaving with fewer, but the missing dress is not seen. A clerk heard scissors and said that the woman who left was not Ms. Armstrong. Fingerprints found on scissors in the fitting room cat not confirm or deny if these were hers.",1,[2506.1208999999985],[2506.1208999999985],2506.0162,2550.5131,23,55,55,82,Not Guilty,1,[0.8838000000005195],[0.8838000000005195],Evidence,2550.5168,2599.4121,True,1,1,[1.099999999999909],[1.099999999999909],0,8,8,0,1,2,M3,Concealment of Merchandise,Shoplifting,Removing price tags from and hiding an item of clothing.,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store.",An investigator testified Mrs. Armstrong’s fingerprints were on a pair of scissors left in a fitting room alongside cut-off theft prevention tags from the dress.,An investigator testified that fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags from the dress were not Mrs. Armstrong’s.,An investigator testified that smudged fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags cannot be said to either match or exclude Mrs. Armstrong.,A video from the department shows Mrs. Armstrong going into the fitting room with the dress and coming out without it.,A video from the department store shows Mrs. Armstrong going into the fitting room with the dress and later leaving and hanging it back on a rack.,"A video from the department store shows Mrs. Armstrong walking into the fitting room with several dresses and coming out with fewer dresses, but the dress she is accused of concealing is not visible in the video.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and identified Mrs. Armstrong as the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and that Mrs. Armstrong was not the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, but could not say for sure whether Mrs. Armstrong was the woman who came out of the dressing room.",Mrs. Armstrong's former employer testifies she had a poor reputation for truthfulness in her workplace.,Mrs. Armstrong's minister testifies she has an excellent reputation for truthfulness among her fellow parishioners.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2599.4145,2607.6283,clear_in,none,clear_in,clear_ex,right,8.2104,NA,2607.6283,2614.7946,right,7.1659,NA,2614.7957,2646.8115,1,[2.0176000000014938],[2.0176000000014938],2646.813,2779.593,"Maizy Franklin was accused of running a fake mortgage refinancing company. She told homowners that they could save money through her company, but it was a scam. About 200 homeowners lost over three million dollars. Her employer said that sha was honest but a print-shop worker idntified her as the person who picked up the fake company's business cards. Her fingerprint was also found on a collection notice.",1,[2779.699399999998],[2779.699399999998],2779.5948,2831.2423,84,64,52,86,Guilty,1,[0.8001000000012937],[0.8001000000012937],Scenerio,2831.2453,2838.1751,True,3,1,[0.9995000000003529],[0.9995000000003529],0,9,9,7,1,24,C,False Pretenses $100K+,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments.",Ms. Franklin’s fingerprint was found on a collection notice from the fake company.,An expert testified that fingerprints on collection notices from the fake company are not Ms. Franklin’s.,"The FBI data bank identified ten people, including Ms. Franklin, with prints that could match those on the fake company’s collection notices and letterhead mailed to the victims.","Ms. Franklin’s computer contained spreadsheets with names, mortgage policy numbers, and payment records of 20 of the defrauded homeowners.","Ms. Franklin’s computer contained meticulous records for two legitimate businesses she owns, plus her personal budget and tax records, but nothing connected to the fake company.","Ms. Franklin’s laptop shows a Google search for records of foreclosure notices, along with her bank statements showing donations of $100 every month to homeless shelters.","A print-shop employee identified Ms. Franklin from a lineup as the person who picked up business cards with the fake company’s logo, name, and address.","An insurance agent in the same building as the fake company saw several people in the fake company’s office, but never Ms. Franklin.",An insurance agent in the same building as the fake company saw someone who “might or might not” have been Ms. Franklin going into the fake company.,Ms. Franklin's former roommate says in her opinion Ms. Franklin is not an honest person.,Ms. Franklin's employer says in his opinion Ms. Franklin is an honest person.,Propensity,Pate,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2838.1757,2949.3581,shoelettertowerpianoapplehorseship,1,[2949.3588999999984],[2949.3588999999984],9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 3/Experiment Files/9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,NA,NA,9899,recall,2025-10-30_14h54.04.689,JurorPsychopyTest,2025.1.1,MacIntel,60.60606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9899_Legal_Decision_Making_Study_2025-10-30_14h54.02.560.csv,2025-10-30_14h54.02.560,9899_2025-10-30_14h54.02.560
/Users/rogershome/Downloads/juror_data_full/Batch 4/Experiment Files/3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,3e-4,4e-4,3716,simulation,2025-10-31_09h25.04.090,JurorPsychopyTest,2025.1.1,Win32,120.4819277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,2025-10-31_09h25.01.899,3716_2025-10-31_09h25.01.899
/Users/rogershome/Downloads/juror_data_full/Batch 4/Experiment Files/3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,NA,NA,3716,simulation,2025-10-31_09h25.04.090,JurorPsychopyTest,2025.1.1,Win32,120.4819277,0.0238,0.0238,277.3363,293.8434,6,0,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,2025-10-31_09h25.01.899,3716_2025-10-31_09h25.01.899
/Users/rogershome/Downloads/juror_data_full/Batch 4/Experiment Files/3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,NA,NA,3716,simulation,2025-10-31_09h25.04.090,JurorPsychopyTest,2025.1.1,Win32,120.4819277,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,293.8654,329.7504,ambiguous,ambiguous,clear_in,clear_in,right,35.8803,NA,329.7529,337.5086,right,7.7521,NA,337.5091,369.7256,1,[2.217300000071532],[2.217300000071532],369.7262,447.1019,"I imagined the story presented as if she were guilty. I imagined a store clerk hearing scissors cutting, and the defendant in the dressing room doing the crime. I imagined a witness testifying to the inconclusiveness of the fingerprints.",1,[447.153],[447.153],447.1028,469.5495,71,15,15,70,Guilty,1,[3.7334999999999923],[3.7334999999999923],False,469.5506,469.564,None,NA,0,[],[],0,0,0,0,1,2,M3,Concealment of Merchandise,Shoplifting,Removing price tags from and hiding an item of clothing.,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store.",An investigator testified Mrs. Armstrong’s fingerprints were on a pair of scissors left in a fitting room alongside cut-off theft prevention tags from the dress.,An investigator testified that fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags from the dress were not Mrs. Armstrong’s.,An investigator testified that smudged fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags cannot be said to either match or exclude Mrs. Armstrong.,A video from the department shows Mrs. Armstrong going into the fitting room with the dress and coming out without it.,A video from the department store shows Mrs. Armstrong going into the fitting room with the dress and later leaving and hanging it back on a rack.,"A video from the department store shows Mrs. Armstrong walking into the fitting room with several dresses and coming out with fewer dresses, but the dress she is accused of concealing is not visible in the video.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and identified Mrs. Armstrong as the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and that Mrs. Armstrong was not the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, but could not say for sure whether Mrs. Armstrong was the woman who came out of the dressing room.",Mrs. Armstrong's former employer testifies she had a poor reputation for truthfulness in her workplace.,Mrs. Armstrong's minister testifies she has an excellent reputation for truthfulness among her fellow parishioners.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,3716_Legal_Decision_Making_Study_2025-10-31_09h25.01.899.csv,2025-10-31_09h25.01.899,3716_2025-10-31_09h25.01.899
