source_file,setUpRoutine.started,setUpRoutine.stopped,participant,condition,date,expName,psychopyVersion,OS,frameRate,appendEvidence.started,appendEvidence.stopped,Introduction1.started,Introduction1.stopped,infiniteLoop.thisRepN,infiniteLoop.thisTrialN,infiniteLoop.thisN,infiniteLoop.thisIndex,infiniteLoop.ran,evidenceCategory,Scenerio.started,Scenerio.stopped,physical,document,witness,character,continueScenerioButton.keys,continueScenerioButton.rt,continueScenerioButton.duration,Instructions.started,Instructions.stopped,instructionContinue.keys,instructionContinue.rt,instructionContinue.duration,waitThirty.started,waitThirty.stopped,waitThirtyContinueButton.numClicks,waitThirtyContinueButton.timesOn,waitThirtyContinueButton.timesOff,userResponse.started,userResponse.stopped,responseTextBox.text,userResponseContinue.numClicks,userResponseContinue.timesOn,userResponseContinue.timesOff,Survey.started,Survey.stopped,rating.response,recall.response,know.response,realrate.response,verdict.response,surveyNext.numClicks,surveyNext.timesOn,surveyNext.timesOff,knowledgeChecked,knowledgeCheck.started,knowledgeCheck.stopped,knowledgeCheckSuccess,knowledgeCheckResponseSlider.response,knowledgeCheckNext.numClicks,knowledgeCheckNext.timesOn,knowledgeCheckNext.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rank,severity,crime,crimeType,crimeDescription,baseScenerio,physicalInc,physicalExc,physicalAmb,documentInc,documentExc,documentAmb,witnessInc,witnessExc,witnessAmb,characterInc,characterExc,characterVirtue,draftedBy,recallKnowledgeCheck.started,recallKnowledgeCheck.stopped,recallResponseTextBox.text,recallResponseContinue.numClicks,recallResponseContinue.timesOn,recallResponseContinue.timesOff,filename,file_timestamp,participant_unique
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,1777.5776,1810.3443,clear_in,clear_in,ambiguous,none,right,32.7621,3e-4,1810.3446,1819.0456,right,8.6998,3e-4,1819.0498,1856.3868,1,[7.531999999999925],[7.531999999999925],1856.3881,1910.9608,A woman who kidnapped a newborn baby from the hospital using her own credentials to leave with it.,1,[1911.0289999999998],[1911.0289999999998],1910.9635,1929.7649,69,5,4,60,Guilty,1,[1.8908999999985099],[1.8908999999985099],Evidence,1929.7714,1943.0103,True,3,1,[1.9518000000043685],[1.9518000000043685],0,3,3,6,1,22,E,Kidnapping 2nd degree,"Assault, kidnapping",Kidnapping a newborn.,Patty Garcia has been accused of kidnapping. The state alleges that she posed as a hospital employee and abducted a newborn from his mother’s hospital room while the mother was sleeping.,A crime lab analyst testified that the newborn’s DNA was found in Ms. Garcia’s home.,"A crime lab analysis showed that no DNA from the mother’s hospital room matches Ms. Garcia’s, and there was no DNA from the baby in Ms. Garcia’s home or car.",Ms. Garcia’s DNA matched DNA from a bathroom near the hospital’s emergency room doors.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital with a baby in her arms.,A digital evidence expert testified that hospital security cameras show Ms. Garcia leaving the hospital empty handed while the mother was sleeping.,"Hospital security cameras show a woman loading a baby into a car’s back seat, but neither the driver nor the license number are clear.",A patient smoking near the hospital’s back exit door testified to seeing a woman he identified as Ms. Garcia leave the hospital with a crying baby.,A nurse testified she saw Ms. Garcia visiting a patient on a different floor when the alarm alerted nurses staff that a baby had been taken from the maternity floor.,"The attendant who raised the hospital parking gate for Ms. Garcia to leave testified that what looked like a baby carrier was in the back seat, but could not see if it held a baby.",Ms. Garcia was previously convicted for attempted carjacking.,A prominent leader in the community has testified that his opinion of Ms. Garcia after knowing her for years is that she is a very truthful person.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,1943.0144,1976.6962,ambiguous,ambiguous,ambiguous,clear_in,right,33.6758,2e-4,1976.6963,1980.1096,right,3.4118,NA,1980.1127,2027.6338,1,[17.71639999999843],[17.71639999999843],2027.6352,2103.4727,Case of a woman accused of stealing from a retail store through wearing the items.,1,[2103.541],[2103.541099999994],2103.4753,2125.8253,32,3,3,43,Not Guilty,1,[8.40579999999727],[8.40579999999727],False,2125.8278,2125.8313,None,NA,0,[],[],0,4,4,1,1,6,M1,Larceny misdemeanor,Burglary & theft,Shoplifting clothing.,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",Torn packaging left in the changing room carries Mrs. Mitchell’s fingerprints.,Mrs. Mitchell’s fingerprints do not match those inside the torn packaging from in the changing room,"Mrs. Mitchell’s fingerprints have some similarities to prints in the torn packaging from changing room, but not enough to be sure of a match.","In Mrs. Mitchell’s apartment, police found a Target receipt, time-stamped around the time of the theft, for peanut butter, chocolate milk, and raisin bread.",A gas receipt shows Mrs. Mitchell’s credit card was used 20 miles from the Target 10 minutes before the theft.,A credit card receipt shows that Mrs. Mitchell used her credit card to purchase several items at a convenience store 25 miles away from the Target on the day the theft occurred.,"A cashier testified that Mrs. Mitchell is the person who bought peanut butter, chocolate milk, and raisin bread while wearing the kind of jacket and cap that were taken.","A cashier testified that Mrs. Mitchell is not the woman who bought peanut butter, chocolate milk, and raisin bread.","A cashier testified that Mrs. Mitchell “might be” the woman buying peanut butter, chocolate milk, and raisin bread.","Mrs. Mitchell's former employer says that in his opinion, she was prone to theft.",Mrs. Mitchell testified that she is not the kind of person who would ever steal anything from anyone.,Propensity,Pate,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2125.8344,2153.1009,ambiguous,ambiguous,clear_ex,clear_ex,right,27.2613,NA,2153.101,2156.4984,right,3.396,NA,2156.501,2219.4659,1,[33.08870000000297],[33.08870000000297],2219.4669,2259.0494,A man trying to bribe an official before  vote occurs.,1,[2259.1177999999973],[2259.1177999999973],2259.0518,2281.1991,22,2,4,32,Not Guilty,1,[7.71529999999666],[7.71529999999666],False,2281.2004,2281.2037,None,NA,0,[],[],0,5,5,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2281.207,2339.862,clear_in,ambiguous,clear_in,clear_ex,right,58.6495,NA,2339.8623,2346.0484,right,6.1843,4e-4,2346.0516,2378.2683,1,[2.335800000004383],[2.335800000004383],2378.2697,2481.8128,A van transporting migrants from Mexico and a man brokering the transport threatening the migrants once they were in his control.,1,[2481.8806999999956],[2481.8806999999956],2481.8151,2503.2329,55,2,4,35,Guilty,1,[5.413500000000113],[5.413500000000113],Scenerio,2503.2382,2513.5361,True,3,1,[6.04839999999831],[6.04839999999831],0,6,6,3,1,18,F,Human Trafficking,"Assault,kidnapping",Human trafficking.,"Darrell Johnson is charged with human trafficking. Prosecutors allege: 1) that Mr. Johnson recruited workers from Mexico by promising free transportation and work visas, and 2) that Mr. Johnson paid drivers to pick up the victims at the border and drive them to a highway rest area for delivery to other traffickers. The other traffickers forced the victims to work 16 hours a day for little or no pay by threatening violence to the victims and their families back in Mexico.",DNA matching Mr. Johnson’s was found on a soda can dropped in a rest stop from a van carrying immigrants that drove off as a state trooper pulled up next to it.,"DNA and fingerprints in the van that carried the victims to the traffickers match the victims, but none, including those on the steering wheel, match Mr. Johnston.",Partly degraded DNA from a soda can dropped when state troopers approached a van carrying immigrants might possibly match Mr. Johnson’s DNA.,"Mr. Johnson’s cell phone contains a text to a phone number in Mexico, reading: “Need new fish. $$$ for quick turnaround. Usual drop.”","Neither Mr. Johnson’s cell phone nor computer shows voice calls, texts, or emails to Mexico.",Mr. Johnson’s cell phone shows frequent texts and voice calls to Mexico over the last 5 years.,A woman testified that Mr. Johnson is the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,A woman testified Mr. Johnson is not the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,A woman testified that she’s not sure whether Mr. Johnson is the man she saw handing an envelope to the driver of a full 16-passenger van at a highway rest area.,Mr. Johnson was previously convicted of forgery for selling false identification documents.,A local social-services agencyworker testified that Mr. Johnson has a reputation for truthfulness.,Truthfulness,Pate,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,2513.5394,2547.5185,ambiguous,ambiguous,none,clear_ex,right,33.9725,NA,2547.5188,2565.1273,right,17.607,3e-4,2565.1307,2612.2695,1,[37.37350000000015],[37.37350000000015],2612.2707,2690.6567,A woman entering a dressing room with multiple dresses and returning with less. Wondering if there is anything that could really prove she did indeed steal.,1,[2690.7246999999957],[2690.7246999999957],2690.6588,2705.5952,32,3,3,41,Not Guilty,1,[4.386699999995471],[4.386699999995471],Evidence,2705.6027,2724.2947,True,0,1,[11.26510000000144],[11.26510000000144],0,7,7,0,1,2,M3,Concealment of Merchandise,Shoplifting,Removing price tags from and hiding an item of clothing.,"Wendy Armstrong has been charged with concealing merchandise in a fancy department store. Prosecutors claim that while in a changing room she cut off anti-theft tags and deliberately hid a dress worth $1,200 in a side compartment within the large purse she carried with her into the store.",An investigator testified Mrs. Armstrong’s fingerprints were on a pair of scissors left in a fitting room alongside cut-off theft prevention tags from the dress.,An investigator testified that fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags from the dress were not Mrs. Armstrong’s.,An investigator testified that smudged fingerprints found on scissors left in a fitting room alongside cut-off theft prevention tags cannot be said to either match or exclude Mrs. Armstrong.,A video from the department shows Mrs. Armstrong going into the fitting room with the dress and coming out without it.,A video from the department store shows Mrs. Armstrong going into the fitting room with the dress and later leaving and hanging it back on a rack.,"A video from the department store shows Mrs. Armstrong walking into the fitting room with several dresses and coming out with fewer dresses, but the dress she is accused of concealing is not visible in the video.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and identified Mrs. Armstrong as the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, and that Mrs. Armstrong was not the woman who came out of that dressing room.","A store clerk in women's dresses says she heard the sound of scissors from a dressing room, but could not say for sure whether Mrs. Armstrong was the woman who came out of the dressing room.",Mrs. Armstrong's former employer testifies she had a poor reputation for truthfulness in her workplace.,Mrs. Armstrong's minister testifies she has an excellent reputation for truthfulness among her fellow parishioners.,Truthfulness,Artemis,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2724.2985,2750.4407,clear_in,clear_in,clear_in,none,right,26.1361,3e-4,2750.441,2757.8274,right,7.3856,NA,2757.8312,2802.3833,1,[14.71349999999984],[14.71349999999984],2802.3844,2878.8958,A man intentionally trying to hit people in an suv,1,[2878.9618999999984],[2878.9618999999984],2878.898,2913.4214,75,26,18,76,Guilty,1,[5.052399999998215],[5.052399999998215],Scenerio,2913.4247,2920.5849,True,1,1,[3.1912000000029366],[3.1912000000029366],0,8,8,9,1,30,A,Murder 1st - 4 counts,Homicide,Driving an SUV into a crowd and killing four people.,"Montel Juval is accused of driving a rented SUV into a crowd on a pedestrian walkway filled with shoppers and tourists. Prosecutors claim he sped along the walkway for a mile, swerving to hit people as they ran. Three adults and a seven-year-old boy were killed.",An expert testified that a palm print from the driver’s door matches Mr. Juval.,An expert testified that none of the fingerprints in the SUV match Mr. Juval.,An expert testified there are not enough similarities between Mr. Juval’s palm print and a palm print on the SUV’s door for a conclusive match.,"An expert testified that Mr. Juval’s computer had a map of the mall with a note, “No place to hide.”",Selfies on Mr. Juval’s phone show he was at a wine bar two miles away when the SUV drove onto the walkway.,Mr. Juval’s computer contains a map of the walkway with shopping hours and driving directions to the entrance.,A tourist who was knocked over by the fleeing driver identified Mr. Juval in a police lineup.,A tourist who was knocked over by the fleeing driver says it was not Mr. Juval.,A tourist who was knocked over by the fleeing driver said maybe it was Mr. Juval but it could have been someone else.,Mr. Juval was convicted five years ago for threatening workers at a construction site in his neighborhood.,A shopkeeper in Mr. Juval’s neighborhood testified that Mr. Juval has a good reputation for telling the truth.,Truthfulness,Pate,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,2920.5888,2955.8656,clear_in,clear_in,clear_in,clear_in,right,35.2719,NA,2955.8657,2957.667,right,1.7999,5e-4,2957.6693,3022.1662,1,[34.55550000000039],[34.55550000000039],3022.1672,3049.9723,A woman stealing many free items by not ringing them up during checkout for customers.,1,[3050.038799999997],[3050.038799999997],3049.9747,3080.6716,85,3,5,34,Guilty,1,[5.045800000004419],[5.045800000004419],Evidence,3080.6754,3091.9693,True,2,1,[3.6475000000000364],[3.6475000000000364],0,9,9,5,1,20,C,Embezzlement,Burglary & theft,Stealing from their workplace by taking items without charging for them.,"Astrid Clarke, a large department store's employee, is charged with embezzlement of money from her employer by ""freebagging,"" bagging items without charging for them and getting paid. A batch of items determined to have been freebagged from the store where Ms. Clarke worked were found for sale in another store.",An fingerprint expert testified that Ms. Clarke’s fingerprints were among those found on the the recovered items,"An expert testified that of the many fingerprints on the recovered items, none were Ms. Clarke’s.","A fingerprint expert testified that of the many fingerprints on the recovered items, only one partial print could be Ms. Clarke's but it was too smudged to provide a certain match.",A store security camera video shows Ms. Clarke repeatedly bagging items for the same two customers so quickly that ringing them up would have been difficult.,A store security camera video shows no obvious evidence of Ms. Clarke bagging any items without first hitting keys on the register.,A store security camera shows an employee who cannot be identified from the video freebagging items on a register on the floor where Ms. Clarke worked.,A store customer remembers Ms. Clarke putting items in a bag for the customer before her and thinks that not all the items were rung up.,A store customer remembers a store employee other than Ms. Clarke putting items in a bag for a customer without ringing them up.,A store customer remembers a store employee putting items in a bag for a customer without ringing them up but cannot be sure whether the employee was Ms. Clarke.,Ms. Clarke’s neighbor says she has a poor reputation for honesty in the neighborhood.,Ms. Clarke’s priest says she has an excellent reputation for honesty among the church community.,Propensity,Don,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3091.9699,3091.9782,NA,0,[],[],3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,NA,NA,3471,simulation,2025-11-05_00h59.15.160,JurorPsychopyTest,2025.1.1,Win32,4.614674665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3471_Legal_Decision_Making_Study_2025-11-05_00h59.11.301.csv,2025-11-05_00h59.11.301,3471_2025-11-05_00h59.11.301
/Users/rogershome/Downloads/juror_data_full/Batch 8/3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,0.001,0.0013,3600,simulation,2025-11-05_02h57.00.448,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,2025-11-05_02h56.58.498,3600_2025-11-05_02h56.58.498
/Users/rogershome/Downloads/juror_data_full/Batch 8/3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,NA,NA,3600,simulation,2025-11-05_02h57.00.448,JurorPsychopyTest,2025.1.1,Win32,60.24096386,0.0284,0.0284,26.6465,29.9107,4,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,2025-11-05_02h56.58.498,3600_2025-11-05_02h56.58.498
/Users/rogershome/Downloads/juror_data_full/Batch 8/3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,NA,NA,3600,simulation,2025-11-05_02h57.00.448,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,29.9384,41.6322,none,ambiguous,ambiguous,clear_in,right,11.6881,NA,41.634,51.649,right,10.0136,NA,51.6493,87.344,1,[5.69930000000447],[5.69930000000447],87.3445,172.6717,"I imagined Elanor leaving the target fitting room wearing the jacket and cap, then nervously paying or a few groceries while the cashier watched her closely. Later, investigators compared footage and questioned whether she could be guilty since her card was used miles away.",1,[172.7258999999985],[172.726],172.6724,204.4904,3,5,46,77,Not Guilty,1,[1.3006000000014808],[1.3006000000014808],Scenerio,204.4929,218.6319,True,0,1,[1.4806000000014876],[1.4806000000014876],0,0,0,1,1,6,M1,Larceny misdemeanor,Burglary & theft,Shoplifting clothing.,"Eleanor Mitchell is accused of stealing a down jacket and a fleece cap from a Target store. Prosecutors say she removed the price tags and packaging in a changing room, then wore the jacket and cap while buying peanut butter, chocolate milk, and raisin bread at check-out.",Torn packaging left in the changing room carries Mrs. Mitchell’s fingerprints.,Mrs. Mitchell’s fingerprints do not match those inside the torn packaging from in the changing room,"Mrs. Mitchell’s fingerprints have some similarities to prints in the torn packaging from changing room, but not enough to be sure of a match.","In Mrs. Mitchell’s apartment, police found a Target receipt, time-stamped around the time of the theft, for peanut butter, chocolate milk, and raisin bread.",A gas receipt shows Mrs. Mitchell’s credit card was used 20 miles from the Target 10 minutes before the theft.,A credit card receipt shows that Mrs. Mitchell used her credit card to purchase several items at a convenience store 25 miles away from the Target on the day the theft occurred.,"A cashier testified that Mrs. Mitchell is the person who bought peanut butter, chocolate milk, and raisin bread while wearing the kind of jacket and cap that were taken.","A cashier testified that Mrs. Mitchell is not the woman who bought peanut butter, chocolate milk, and raisin bread.","A cashier testified that Mrs. Mitchell “might be” the woman buying peanut butter, chocolate milk, and raisin bread.","Mrs. Mitchell's former employer says that in his opinion, she was prone to theft.",Mrs. Mitchell testified that she is not the kind of person who would ever steal anything from anyone.,Propensity,Pate,NA,NA,NA,NA,NA,NA,3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,2025-11-05_02h56.58.498,3600_2025-11-05_02h56.58.498
/Users/rogershome/Downloads/juror_data_full/Batch 8/3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,NA,NA,3600,simulation,2025-11-05_02h57.00.448,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambiguous,218.6356,226.0734,ambiguous,ambiguous,ambiguous,clear_in,right,7.4256,NA,226.0736,236.8076,right,10.7335,NA,236.8098,268.6413,1,[1.8388999999985458],[1.8388999999985458],268.6421,335.4857,"I imagined Maizy running a fake mortgage company. She was convincing homeowners to trust her promises , but later, investigators uncover her laptop searches, fingerprint evidence, and bank records.",1,[335.54010000000153],[335.54010000000153],335.4868,372.0349,96,68,71,96,Guilty,1,[1.0107000000029984],[1.0107000000029984],Evidence,372.0411,393.0079,True,0,1,[2.031499999999994],[2.031499999999994],0,1,1,7,1,24,C,False Pretenses $100K+,Fraud & bribery,Running a fraudulent mortgage-repayment scheme.,"Maizy Franklin is accused of running a fraudulent mortgage-repayment scheme. Prosecutors allege she told homeowners that a new law would save them money by refinancing their mortgages through her company; by the time she was caught, 200 homeowners had paid her fake company over $3 million in refinancing fees and mortgage payments.",Ms. Franklin’s fingerprint was found on a collection notice from the fake company.,An expert testified that fingerprints on collection notices from the fake company are not Ms. Franklin’s.,"The FBI data bank identified ten people, including Ms. Franklin, with prints that could match those on the fake company’s collection notices and letterhead mailed to the victims.","Ms. Franklin’s computer contained spreadsheets with names, mortgage policy numbers, and payment records of 20 of the defrauded homeowners.","Ms. Franklin’s computer contained meticulous records for two legitimate businesses she owns, plus her personal budget and tax records, but nothing connected to the fake company.","Ms. Franklin’s laptop shows a Google search for records of foreclosure notices, along with her bank statements showing donations of $100 every month to homeless shelters.","A print-shop employee identified Ms. Franklin from a lineup as the person who picked up business cards with the fake company’s logo, name, and address.","An insurance agent in the same building as the fake company saw several people in the fake company’s office, but never Ms. Franklin.",An insurance agent in the same building as the fake company saw someone who “might or might not” have been Ms. Franklin going into the fake company.,Ms. Franklin's former roommate says in her opinion Ms. Franklin is not an honest person.,Ms. Franklin's employer says in his opinion Ms. Franklin is an honest person.,Propensity,Pate,NA,NA,NA,NA,NA,NA,3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,2025-11-05_02h56.58.498,3600_2025-11-05_02h56.58.498
/Users/rogershome/Downloads/juror_data_full/Batch 8/3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,NA,NA,3600,simulation,2025-11-05_02h57.00.448,JurorPsychopyTest,2025.1.1,Win32,60.24096386,NA,NA,NA,NA,NA,NA,NA,NA,NA,credible,393.0136,419.5677,ambiguous,clear_in,clear_in,clear_ex,right,26.5515,NA,419.5678,425.6413,right,6.0648,NA,425.6436,461.1258,1,[5.499600000001465],[5.499600000001465],461.1267,511.9037,"I imaged Tyrone nervously handing an envelope to a zoning official in a quiet office hallway, hoping no one would notice.",1,[511.958299999997],[511.958299999997],511.9047,551.3176,55,51,53,84,Not Guilty,1,[3.4149999999999636],[3.4149999999999636],False,551.3189,551.3206,None,NA,0,[],[],0,2,2,2,1,14,F,Bribery of Public Official,Fraud & bribery,Bribing a public official.,"Tyrone Jackson, one of the investors in a real estate project, is accused of bribing a zoning-board official by giving him an envelope containing $50,000 cash in return for a favorable zoning vote on the project.",DNA from under the sealed flap of the bribe envelope matches Mr. Jackson.,DNA from under the sealed flap of the bribe envelope matches someone other than Mr. Jackson.,"DNA from the bribe envelope partly matches Mr. Jackson’s DNA, but the DNA sample is degraded and not reliable.","Records show cash withdrawals of $9,500 from Mr. Jackson’s bank account for five consecutive months – totaling $47,500 -- leading up to the zoning board vote.",Mr. Jackson’s bank account records for a year before the zoning vote show no unusual withdrawals.,"Bank records and a deed of sale show that Mr. Jackson sold his 34-foot sailboat for $43,000 three weeks before the zoning vote.",A zoning board clerk saw someone she later identified as Mr. Jackson give an envelope of the same type as the bribe envelope to the zoning official just before the vote.,A zoning board clerk said that Mr. Jackson is not the man she saw giving an envelope of the same type as the bribe envelope to the zoning official just before the vote.,"A zoning board clerk said the man who handed an envelope of the same type as the bribe envelope to the zoning official just before the vote “was maybe” Mr. Jackson, but “I never got enough of a look to be at all sure.”",Mr. Jackson was previously convicted of failing to pay his taxes.,The head of the local Better Business Bureau testified that Mr. Jackson has a good character as an honest businessman.,Propensity,????,NA,NA,NA,NA,NA,NA,3600_Legal_Decision_Making_Study_2025-11-05_02h56.58.498.csv,2025-11-05_02h56.58.498,3600_2025-11-05_02h56.58.498
